Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819138
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033812
Y6,569912582.6965841
Y7,525541138.8595514
Y8,484354690.8077239
Y9,446003987.3978552
Y10,411055146.86620796
Y11,380200345.11785144
Y12,351663829.8465923
Y13,325634812.046664
Y14,301148123.52191687
Y15,278471386.0085354
Y16,255498077.68648043
Y17,234467073.9714777
Y18,214140953.06001452
Y19,195749122.5422578
Y20,178855310.0599429
Y21,167852822.14866877
Y22,157512518.59822482
Y23,147789806.16184336
Y24,138648133.10267612
Y25,130044484.93116039
Y26,123851890.41062896
Y27,117954181.34345616
Y28,112337315.56519632
Y29,106987919.58590126
Y30,101893256.74847738
Y31,97041196.90331179
Y32,92420187.5269636
Y33,88019226.21615581
Y34,83827834.49157697
Y35,79836032.84912091
Y36,76034316.99916276
Y37,72413635.23729788
Y38,68965366.89266463
Y39,65681301.802537754
Y40,62553620.76432166
Y41,59574876.918401584
Y42,56737978.017525315
Y43,54036169.5405003
Y44,51463018.61000028
Y45,49012398.67619074
Y46,46678474.92970546
Y47,44456506.26586113
Y48,42339529.7770106
Y49,40323361.69239106
Y50,38403201.611801
