Year,Actualized cost
Y0,68121070383.391655
Y1,94954019738.67676
Y2,150951875929.63223
Y3,85790387478.51242
Y4,83249067207.71413
Y5,80891682478.59029
Y6,75131719658.56805
Y7,69541843268.32741
Y8,64924010348.57867
Y9,61678874717.57034
Y10,58513202168.49642
Y11,53306940252.156265
Y12,50265152176.15921
Y13,46980925091.727394
Y14,44579777833.98246
Y15,42540542656.76982
Y16,40606726702.52973
Y17,38553235483.47707
Y18,36500811171.51302
Y19,35902077551.128555
Y20,33092100983.801834
Y21,31034317501.855686
Y22,29742955819.946224
Y23,28220098249.191845
Y24,26614608508.271957
Y25,26125033126.826088
Y26,24764351607.87031
Y27,22937076963.899837
Y28,21708409598.299065
Y29,20531091155.9271
Y30,19340850230.04853
Y31,18156586335.020454
Y32,16996804211.229116
Y33,16210388535.039001
Y34,15332341234.726206
Y35,14620181572.29407
Y36,13705554859.574286
Y37,13031426698.230806
Y38,12376550263.947374
Y39,11782373567.665756
Y40,11316417751.864513
Y41,10720881943.73376
Y42,10207558316.321474
Y43,9685485425.545282
Y44,9205537998.581272
Y45,8715598510.78958
Y46,8253353271.865108
Y47,7813307024.930712
Y48,7430203202.045
Y49,7075295572.571613
Y50,6778452717.9252405
