Year,Actualized cost
Y0,50633370262.48504
Y1,101321597128.58644
Y2,159237450196.76053
Y3,92057804921.61734
Y4,88821973809.98778
Y5,85475012539.28825
Y6,80867589515.11562
Y7,76451820531.44156
Y8,72454284505.94206
Y9,68432386877.22243
Y10,61400756865.00386
Y11,54366544183.18221
Y12,49884247492.32626
Y13,44382662777.26505
Y14,41410870147.231865
Y15,38877157977.923065
Y16,37181379863.48472
Y17,35507650594.57281
Y18,33999121613.144077
Y19,32002815904.889984
Y20,30748614096.263447
Y21,28913035683.615196
Y22,27820000812.28377
Y23,27370564881.78679
Y24,26517943514.16207
Y25,25349983268.04697
Y26,24181053850.21348
Y27,23118853045.848686
Y28,21763970057.858196
Y29,20781457174.263416
Y30,19760193604.082237
Y31,18298754064.560593
Y32,17317409690.470566
Y33,15847193501.10847
Y34,15061326662.197071
Y35,13937268179.297123
Y36,13132738268.342894
Y37,12486894581.47049
Y38,11827252797.905584
Y39,11250568840.27611
Y40,10773901718.56795
Y41,10383812636.317307
Y42,9904272807.474064
Y43,9569846252.258312
Y44,9218309189.442652
Y45,8857845764.126175
Y46,8280486443.235146
Y47,7797418416.5922365
Y48,7400954914.865021
Y49,7033391084.719203
Y50,6638147259.453096
