Year,Actualized cost
Y0,50633370262.59203
Y1,86563611297.1851
Y2,152212177928.0232
Y3,77132387659.50072
Y4,76243922438.83269
Y5,75327116165.54099
Y6,71776380074.05399
Y7,68507448690.57876
Y8,65737979439.83337
Y9,62521170164.38489
Y10,59036480757.94075
Y11,55595407849.953316
Y12,52095318522.68535
Y13,48772543215.87193
Y14,46358547543.626076
Y15,44107905897.85934
Y16,42038865835.95018
Y17,40553302980.3198
Y18,38308432666.55976
Y19,36466344685.18588
Y20,34537690112.04852
Y21,32149697960.503212
Y22,30577569708.650528
Y23,29081803495.54512
Y24,27535237913.532494
Y25,26256739472.07755
Y26,24900620276.733875
Y27,23612650095.784157
Y28,22255365211.829853
Y29,21236363970.09499
Y30,20189335495.530785
Y31,18851988816.780384
Y32,17930829741.468754
Y33,17100712648.79261
Y34,16216551101.599318
Y35,15397548620.48472
Y36,14636500839.49331
Y37,13909429985.871426
Y38,13218099282.339605
Y39,12560471458.322575
Y40,11936211329.127235
Y41,11352643105.649029
Y42,10792006417.703808
Y43,10236706543.65028
Y44,9718871005.10163
Y45,9225274922.876238
Y46,8747581485.73434
Y47,8315121579.266853
Y48,7921920725.219255
Y49,7529155197.104212
Y50,7165057033.803744
