Year,Actualized cost
Y0,50633370262.48504
Y1,101321597128.58644
Y2,159237450196.76053
Y3,105151469798.06364
Y4,99626617927.24731
Y5,94455203735.13673
Y6,88626815985.60216
Y7,83111330753.60716
Y8,77956875820.139
Y9,73142171250.90749
Y10,66625616647.123344
Y11,60069237528.83011
Y12,55502002282.39754
Y13,50273676275.56412
Y14,46360319967.318146
Y15,43262339433.24714
Y16,40912089863.81339
Y17,38925850526.31225
Y18,36655010305.39554
Y19,34796820731.745285
Y20,33478916510.116184
Y21,32300181048.918793
Y22,30900857476.311455
Y23,29563384260.53715
Y24,28281368749.080166
Y25,27063276488.63946
Y26,25269967947.544846
Y27,24040364980.256413
Y28,22886556031.988064
Y29,21753244506.267784
Y30,20684927174.41595
Y31,19222049510.15285
Y32,18253382837.835415
Y33,17329693820.159206
Y34,16450653500.511997
Y35,15399485428.008362
Y36,14347435515.372133
Y37,13620249438.60712
Y38,12941862022.044256
Y39,12295879494.333874
Y40,11687021541.481968
Y41,11421684836.712154
Y42,10822342758.886034
Y43,10247310247.81598
Y44,9699518699.397966
Y45,9243573958.246033
Y46,8733075707.523247
Y47,8269937802.492478
Y48,7802625671.592913
Y49,7351936366.484457
Y50,6915839307.854394
