Year,Actualized emission
Y0,907372520.5238696
Y1,814752458.7749861
Y2,780911736.6837298
Y3,743736844.7906084
Y4,709465734.7206582
Y5,675550754.5896455
Y6,625766367.7736467
Y7,581001911.9185932
Y8,540510395.171678
Y9,503470026.86051047
Y10,468164425.7224
Y11,435609744.2633331
Y12,408018044.03046465
Y13,380812147.405862
Y14,352318114.2249236
Y15,325151350.6439141
Y16,295126444.56666225
Y17,266265299.60036674
Y18,243639719.3076537
Y19,224295275.85485104
Y20,206426156.10652116
Y21,190217001.8999343
Y22,175317319.50653365
Y23,160775092.39268404
Y24,145599444.55299795
Y25,132247908.0314941
Y26,125410375.77904126
Y27,118952021.02164869
Y28,112823507.71163517
Y29,107008929.8619367
Y30,101500723.3606437
Y31,96668544.87273407
Y32,92025247.20197429
Y33,87596634.14273977
Y34,83507143.4479751
Y35,79472578.24899392
Y36,75702201.84312321
Y37,72097335.08868876
Y38,68664128.65589406
Y39,65394381.939544536
Y40,62280363.75194717
Y41,59299482.9536
Y42,56489466.51958113
Y43,53801226.62834639
Y44,51181653.1003187
Y45,48826407.12136565
Y46,46537521.838809706
Y47,44283892.242307924
Y48,42324935.42108126
Y49,40512944.806911096
Y50,38807790.69491904
