Year,Actualized emission
Y0,936567587.0902911
Y1,829112942.8836856
Y2,758723968.0112839
Y3,721253386.0920401
Y4,672277860.0464061
Y5,626685076.6750518
Y6,577550314.3541708
Y7,532108115.85647994
Y8,490207898.3271078
Y9,453926311.451551
Y10,420866979.631041
Y11,390125630.78803825
Y12,361760609.42421925
Y13,336086091.7301734
Y14,312571337.9788401
Y15,290598739.1321957
Y16,269927102.4774797
Y17,249541190.41644546
Y18,231072255.87574157
Y19,213714313.35122788
Y20,197576672.8217731
Y21,187050258.76473728
Y22,177110094.85713035
Y23,167667060.18638092
Y24,158764400.65054142
Y25,150465053.50880256
Y26,143300050.9607643
Y27,136476239.01025176
Y28,129977370.48595402
Y29,123787971.89138478
Y30,117893306.56322362
Y31,112279339.58402246
Y32,106932704.36573571
Y33,101717265.27349396
Y34,96733826.90620689
Y35,92127454.19638748
Y36,87740432.56798807
Y37,83562316.7314172
Y38,79583158.79182594
Y39,75793484.56364374
Y40,72184271.01299404
Y41,68746924.77428003
Y42,65473261.6897905
Y43,62355487.32361001
Y44,59386178.403438106
Y45,56558265.1461315
Y46,54076790.699249394
Y47,51709081.263689086
Y48,49645811.88055899
Y49,47403144.65733117
Y50,45274421.36441278
