Year,Actualized cost
Y0,50633370262.48505
Y1,101057364962.03036
Y2,159181129202.97043
Y3,92178051869.84819
Y4,88993176072.12325
Y5,85701603856.18152
Y6,81203496915.35123
Y7,76959673911.08148
Y8,72699523248.75848
Y9,65830696873.97757
Y10,61325945733.65816
Y11,55651298373.02717
Y12,51263078259.49571
Y13,46807921443.64831
Y14,42534784712.827805
Y15,39970420655.756935
Y16,37840064546.364494
Y17,36750817598.20749
Y18,34274797252.064285
Y19,34012672553.70075
Y20,31654985496.121117
Y21,29136967803.362083
Y22,27716847021.617046
Y23,26352354316.54549
Y24,25043316125.497837
Y25,23805907391.515884
Y26,23204951233.60064
Y27,22045563212.488583
Y28,20958248120.578075
Y29,19893350561.943405
Y30,18891433149.488213
Y31,17606564532.201984
Y32,16692317877.232885
Y33,15816614555.072243
Y34,14414261975.623339
Y35,13222984111.397888
Y36,12493089642.623669
Y37,12147616041.836782
Y38,11357274603.943523
Y39,11085793737.794067
Y40,10519863592.335155
Y41,10142354003.11904
Y42,9595435962.901323
Y43,9050367278.361156
Y44,8531869231.204947
Y45,8041853742.723653
Y46,7589923026.88492
Y47,7239836101.270289
Y48,6973379304.4261465
Y49,6663187660.211158
Y50,6363114983.496974
