Year,Actualized cost
Y0,50633370262.48504
Y1,101321597128.58644
Y2,159237450196.76053
Y3,139818068789.11438
Y4,131870452022.14728
Y5,124462371367.69023
Y6,116510957049.50809
Y7,109014795526.91493
Y8,102077669939.50063
Y9,95648389643.7582
Y10,89127721072.5734
Y11,80228458587.83893
Y12,72875499432.78714
Y13,67044966309.34675
Y14,62366505175.10983
Y15,58221871036.41595
Y16,54992831078.39575
Y17,52699764685.63958
Y18,50418601497.02873
Y19,47709196595.13402
Y20,44795322829.75627
Y21,43261124454.68035
Y22,41708056520.42788
Y23,40209014087.67025
Y24,38759769325.87229
Y25,37366219989.23286
Y26,35190275357.73441
Y27,33488271262.129826
Y28,31884652360.477665
Y29,30322854506.286583
Y30,28846482908.48344
Y31,26994869945.447353
Y32,25656064628.025124
Y33,24379937741.93461
Y34,23165167171.956482
Y35,21866558899.701305
Y36,20456605815.73854
Y37,19420444323.26009
Y38,18465912614.740505
Y39,17556876651.020878
Y40,16697508776.137623
Y41,16187706287.537292
Y42,15454840940.229412
Y43,14726901123.917141
Y44,13938596003.739794
Y45,13172801822.142094
Y46,12460854193.08886
Y47,11818346974.737633
Y48,11184950771.546053
Y49,10577995660.790249
Y50,9999796174.481419
