Year,Actualized emission
Y0,907372520.5918913
Y1,817298723.9150186
Y2,783750383.997101
Y3,748676297.4518554
Y4,713975718.6886249
Y5,679981741.0037568
Y6,630588041.4541392
Y7,585179649.6410687
Y8,544757994.31396
Y9,507525233.2597081
Y10,472509087.2984034
Y11,440003772.67318904
Y12,411251510.9579918
Y13,383912142.8143839
Y14,358706355.8257984
Y15,335184707.80678725
Y16,315156989.3404048
Y17,296204716.5328856
Y18,277065157.4828138
Y19,259796642.53265846
Y20,243436716.85442808
Y21,229764853.60299304
Y22,213549579.74890777
Y23,198552683.7271492
Y24,185967383.15576833
Y25,172228321.9027779
Y26,162549973.05167276
Y27,154039385.19900897
Y28,145970746.27510217
Y29,138322300.54666063
Y30,131095711.78691158
Y31,124858381.69937429
Y32,118912744.47559455
Y33,113250232.83389957
Y34,108002199.27175286
Y35,102627841.48009118
Y36,97829809.16436632
Y37,93171246.82320601
Y38,88734520.78400573
Y39,84491913.81573953
Y40,80468489.34832335
Y41,76629736.78580718
Y42,72983097.7315781
Y43,69472365.4131948
Y44,65940701.233792864
Y45,62854311.237467885
Y46,59781996.42316053
Y47,56663973.29830169
Y48,53892602.807062864
Y49,51322478.1302903
Y50,48864947.21242391
