Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.7605
Y3,132696732871.27545
Y4,125201635451.55746
Y5,118206998653.963
Y6,110679616462.85838
Y7,103579269012.59337
Y8,96998325766.69357
Y9,90886313529.05508
Y10,84674147400.2161
Y11,76284297514.94177
Y12,68900285480.29378
Y13,63299609035.15697
Y14,58845520202.31325
Y15,54911693943.11353
Y16,51865477709.55514
Y17,49552257633.942406
Y18,47138968445.13841
Y19,45423606764.91521
Y20,42371770773.9306
Y21,40784190428.040375
Y22,39263247575.0085
Y23,37805392208.04042
Y24,36398354273.899284
Y25,35047421799.77295
Y26,32982016533.577156
Y27,31385157369.71537
Y28,29881500152.86371
Y29,28415531334.247265
Y30,27029643852.281925
Y31,25264641374.385265
Y32,24008219862.25507
Y33,22810415571.850014
Y34,21670729558.752052
Y35,20443017958.905552
Y36,19158329681.92101
Y37,18129314831.00116
Y38,17236150925.62687
Y39,16385945676.920538
Y40,15582127199.985025
Y41,15125452791.941576
Y42,14413936076.029655
Y43,13711338573.970331
Y44,13052997521.38352
Y45,12309423518.433496
Y46,11628571051.232414
Y47,11025800149.974758
Y48,10430908069.160252
Y49,9858581145.13123
Y50,9315082809.609518
