Year,Actualized cost
Y0,50633370262.52908
Y1,101321597128.70963
Y2,159237450196.89435
Y3,126924824897.56902
Y4,120035787871.35489
Y5,113605411114.8622
Y6,106513421137.52467
Y7,99797633336.49347
Y8,93561496303.766
Y9,87763678938.70483
Y10,81812747410.15602
Y11,72968335206.67429
Y12,66372176323.88712
Y13,61657045005.33556
Y14,57030846080.39405
Y15,53286355891.98196
Y16,50612105315.428734
Y17,49750049631.76298
Y18,47398034759.020454
Y19,44904317287.26822
Y20,42543295334.59701
Y21,40790675468.10398
Y22,39658558281.430695
Y23,38357457459.4124
Y24,37089165805.09338
Y25,35875066215.6913
Y26,33581712103.53243
Y27,31956603748.500378
Y28,30426323785.713165
Y29,28933922355.41429
Y30,27523348279.999718
Y31,25734518545.360435
Y32,24455963052.76676
Y33,23237299144.29798
Y34,22076902488.298725
Y35,20959842016.22442
Y36,19457440796.683575
Y37,18441727023.16427
Y38,17544838788.50077
Y39,16679634141.831877
Y40,15861829697.683565
Y41,15453362324.622402
Y42,14857216029.42948
Y43,14052961904.993687
Y44,13279363206.613127
Y45,12572184779.84148
Y46,11867825411.249874
Y47,11270703027.258944
Y48,10650984923.846388
Y49,10057665952.828348
Y50,9496888490.70472
