Year_name,,Electricity_demand
2015,1,400378.5417
2015,2,365928.5417
2015,3,346018.5417
2015,4,332958.5417
2015,5,324298.5417
2015,6,329598.5417
2015,7,356468.5417
2015,8,384748.5417
2015,9,418058.5417
2015,10,415608.5417
2015,11,408988.5417
2015,12,410788.5417
2015,13,406838.5417
2015,14,429458.5417
2015,15,416868.5417
2015,16,387768.5417
2015,17,377488.5417
2015,18,377798.5417
2015,19,433418.5417
2015,20,526148.5417
2015,21,518228.5417
2015,22,492738.5417
2015,23,428528.5417
2015,24,365198.5417
2015,25,320154.75
2015,26,305934.75
2015,27,297174.75
2015,28,289194.75
2015,29,288484.75
2015,30,305924.75
2015,31,357624.75
2015,32,404444.75
2015,33,457494.75
2015,34,511244.75
2015,35,510764.75
2015,36,500364.75
2015,37,513414.75
2015,38,496494.75
2015,39,495264.75
2015,40,507244.75
2015,41,504284.75
2015,42,489814.75
2015,43,530864.75
2015,44,647844.75
2015,45,602054.75
2015,46,585514.75
2015,47,504324.75
2015,48,436084.75
2015,49,375820.0
2015,50,359300.0
2015,51,345810.0
2015,52,352720.0
2015,53,352960.0
2015,54,358760.0
2015,55,393690.0
2015,56,455620.0
2015,57,505830.0
2015,58,533220.0
2015,59,524540.0
2015,60,536350.0
2015,61,535880.0
2015,62,524150.0
2015,63,505830.0
2015,64,496690.0
2015,65,499290.0
2015,66,499500.0
2015,67,532560.0
2015,68,635460.0
2015,69,637870.0
2015,70,601260.0
2015,71,497380.0
2015,72,433990.0
2015,73,393630.0
2015,74,357250.0
2015,75,347760.0
2015,76,347730.0
2015,77,351000.0
2015,78,359230.0
2015,79,379130.0
2015,80,425990.0
2015,81,482990.0
2015,82,484580.0
2015,83,477940.0
2015,84,459330.0
2015,85,454810.0
2015,86,449080.0
2015,87,446120.0
2015,88,438210.0
2015,89,432430.0
2015,90,442560.0
2015,91,494240.0
2015,92,604850.0
2015,93,612680.0
2015,94,558740.0
2015,95,480680.0
2015,96,408850.0
2015,97,354578.1667
2015,98,335318.1667
2015,99,329348.1667
2015,100,326368.1667
2015,101,331968.1667
2015,102,367548.1667
2015,103,436528.1667
2015,104,499458.1667
2015,105,554688.1667
2015,106,587218.1667
2015,107,582918.1667
2015,108,574308.1667
2015,109,593178.1667
2015,110,581298.1667
2015,111,575298.1667
2015,112,580118.1667
2015,113,574728.1667
2015,114,557438.1667
2015,115,591558.1667
2015,116,698028.1667
2015,117,684108.1667
2015,118,635278.1667
2015,119,549388.1667
2015,120,479648.1667
2015,121,403050.375
2015,122,382410.375
2015,123,382790.375
2015,124,380290.375
2015,125,389550.375
2015,126,439140.375
2015,127,542220.375
2015,128,555050.375
2015,129,606900.375
2015,130,620110.375
2015,131,613580.375
2015,132,617610.375
2015,133,622650.375
2015,134,620140.375
2015,135,617070.375
2015,136,619080.375
2015,137,624960.375
2015,138,607540.375
2015,139,621157.375
2015,140,707347.375
2015,141,707074.375
2015,142,657172.375
2015,143,537727.375
2015,144,463270.375
2015,145,417393.1667
2015,146,402443.1667
2015,147,397263.1667
2015,148,402223.1667
2015,149,414043.1667
2015,150,464943.1667
2015,151,558766.1667
2015,152,566505.1667
2015,153,610356.1667
2015,154,637369.1667
2015,155,634333.1667
2015,156,621863.1667
2015,157,631153.1667
2015,158,620863.1667
2015,159,610743.1667
2015,160,602003.1667
2015,161,599433.1667
2015,162,590613.1667
2015,163,616974.1667
2015,164,716375.1667
2015,165,712063.1667
2015,166,664973.1667
2015,167,558097.1667
2015,168,484804.1667
2015,169,430382.0833
