Year_name,,Electricity_demand
2015,1,182724.125
2015,2,162158.625
2015,3,155793.625
2015,4,151243.625
2015,5,152448.625
2015,6,167050.625
2015,7,146388.625
2015,8,142768.125
2015,9,150496.625
2015,10,153701.625
2015,11,164546.0833
2015,12,185012.5417
2015,13,185311.5417
2015,14,182356.5417
2015,15,178095.5417
2015,16,174168.5417
2015,17,171633.5417
2015,18,168890.5417
2015,19,197391.5417
2015,20,255036.5417
2015,21,253428.5417
2015,22,218879.5417
2015,23,177041.5417
2015,24,150484.5417
2015,25,138822.5417
2015,26,137093.5417
2015,27,135112.5417
2015,28,122977.5417
2015,29,125099.5417
2015,30,133831.5417
2015,31,146791.5417
2015,32,174571.5417
2015,33,196268.5417
2015,34,201407.5417
2015,35,203939.5417
2015,36,207168.5417
2015,37,209590.5417
2015,38,205223.5417
2015,39,202619.5417
2015,40,192062.5417
2015,41,193606.5417
2015,42,193720.5417
2015,43,199916.5417
2015,44,270424.5417
2015,45,268228.5417
2015,46,244067.5417
2015,47,196377.5417
2015,48,172820.5417
2015,49,154386.4167
2015,50,149110.4167
2015,51,143524.4167
2015,52,141399.4167
2015,53,139224.4167
2015,54,147423.4167
2015,55,167883.4167
2015,56,185122.4167
2015,57,202265.4167
2015,58,205512.4167
2015,59,209508.4167
2015,60,202490.4167
2015,61,213634.4167
2015,62,201272.4167
2015,63,180253.4167
2015,64,178804.4167
2015,65,191535.4167
2015,66,199450.4167
2015,67,220642.4167
2015,68,277792.4167
2015,69,266693.4167
2015,70,237472.4167
2015,71,214797.4167
2015,72,172075.4167
2015,73,155357.0833
2015,74,147825.0833
2015,75,140894.0833
2015,76,141237.0833
2015,77,143151.0833
2015,78,150676.0833
2015,79,159572.0833
2015,80,174508.0833
2015,81,191532.0833
2015,82,192078.0833
2015,83,194001.0833
2015,84,187970.0833
2015,85,181954.0833
2015,86,180835.0833
2015,87,181789.0833
2015,88,177209.0833
2015,89,179236.0833
2015,90,169302.0833
2015,91,198314.0833
2015,92,252650.0833
2015,93,251732.0833
2015,94,215904.0833
2015,95,178871.0833
2015,96,157453.0833
2015,97,136168.625
2015,98,120939.625
2015,99,120315.625
2015,100,121002.625
2015,101,127969.625
2015,102,133829.625
2015,103,154894.625
2015,104,174669.625
2015,105,195675.625
2015,106,189122.625
2015,107,196391.625
2015,108,198297.625
2015,109,204200.625
2015,110,202464.625
2015,111,193538.625
2015,112,201780.625
2015,113,203053.625
2015,114,203497.625
2015,115,244153.625
2015,116,286340.625
2015,117,269614.625
2015,118,254211.625
2015,119,208260.625
2015,120,160472.625
2015,121,155129.3333
2015,122,154635.3333
2015,123,152235.3333
2015,124,148944.3333
2015,125,152023.3333
2015,126,165261.3333
2015,127,186684.3333
2015,128,200814.3333
2015,129,217685.3333
2015,130,216872.3333
2015,131,213107.3333
2015,132,214504.3333
2015,133,214284.3333
2015,134,210230.3333
2015,135,215864.3333
2015,136,204669.8333
2015,137,210452.3333
2015,138,205904.3333
2015,139,232634.3333
2015,140,273721.3333
2015,141,275985.3333
2015,142,246592.3333
2015,143,214893.3333
2015,144,172617.3333
2015,145,163870.5833
2015,146,154512.5833
2015,147,153167.5833
2015,148,151933.5833
2015,149,149981.5833
2015,150,166572.5833
2015,151,194425.5833
2015,152,201567.5833
2015,153,191130.5833
2015,154,201424.5833
2015,155,205577.5833
2015,156,192058.5833
2015,157,205231.5833
2015,158,211478.5833
2015,159,225482.5833
2015,160,218184.5833
2015,161,226743.5833
2015,162,219023.5833
2015,163,249021.5833
2015,164,268119.5833
2015,165,277476.5833
2015,166,263890.5833
2015,167,211914.5833
2015,168,178950.5833
2015,169,148408.625
2015,170,144402.625
2015,171,143037.625
2015,172,136999.625
2015,173,154861.625
2015,174,171594.625
2015,175,190528.625
2015,176,201863.625
2015,177,207836.625
2015,178,209742.625
2015,179,214187.625
2015,180,213317.625
2015,181,218040.625
2015,182,212092.625
2015,183,207319.625
2015,184,208281.625
2015,185,204263.325
2015,186,216417.625
2015,187,227552.625
2015,188,278127.625
2015,189,278872.625
2015,190,277002.625
2015,191,216928.625
2015,192,182281.625
2015,193,163919.875
2015,194,154256.875
2015,195,149715.875
2015,196,150496.875
2015,197,157153.375
2015,198,168449.875
2015,199,202089.875
2015,200,202981.875
2015,201,213719.875
2015,202,222142.875
2015,203,218764.875
2015,204,224849.875
2015,205,222279.875
2015,206,221559.475
2015,207,221160.875
2015,208,218244.875
2015,209,215006.875
2015,210,195901.875
2015,211,237416.875
2015,212,286197.875
2015,213,276358.875
2015,214,268604.875
2015,215,215672.875
2015,216,181058.875
2015,217,161330.25
2015,218,153627.25
2015,219,148911.25
2015,220,146237.25
2015,221,148195.25
2015,222,157815.25
2015,223,171045.25
2015,224,187164.25
2015,225,212708.25
2015,226,225353.25
2015,227,221830.25
2015,228,214935.25
2015,229,216811.75
2015,230,208880.25
2015,231,211758.25
2015,232,209822.25
2015,233,216901.25
2015,234,196460.25
2015,235,227762.25
2015,236,284832.25
2015,237,286885.25
2015,238,245235.25
2015,239,201510.25
2015,240,164370.25
2015,241,152156.875
2015,242,146563.875
2015,243,144508.875
2015,244,143787.875
2015,245,146412.875
2015,246,155559.875
2015,247,164869.875
2015,248,179971.875
2015,249,187819.875
2015,250,188158.875
2015,251,185187.875
2015,252,183726.875
2015,253,182917.075
2015,254,180023.275
2015,255,179760.875
2015,256,180520.875
2015,257,180315.875
2015,258,185284.875
2015,259,210523.875
2015,260,266146.875
2015,261,265347.875
2015,262,242773.875
2015,263,176519.875
2015,264,150859.875
2015,265,129974.1667
2015,266,126860.1667
2015,267,125405.1667
2015,268,127059.1667
2015,269,128443.1667
2015,270,147827.1667
2015,271,177851.1667
2015,272,181879.1667
2015,273,185364.1667
2015,274,190278.1667
2015,275,187627.1667
2015,276,190689.1667
2015,277,191779.1667
2015,278,190448.1667
2015,279,189128.1667
2015,280,193210.1667
2015,281,194839.1667
2015,282,194158.1667
2015,283,223244.1667
2015,284,275458.1667
2015,285,277072.6667
2015,286,254651.6667
2015,287,204361.1667
2015,288,162619.1667
2015,289,154295.8333
2015,290,149892.3333
2015,291,145893.3333
2015,292,143265.3333
2015,293,149050.3333
2015,294,170157.3333
2015,295,198922.3333
2015,296,197607.3333
2015,297,211433.3333
2015,298,209546.3333
2015,299,206626.3333
2015,300,211191.3333
2015,301,217922.3333
2015,302,207058.3333
2015,303,202720.3333
2015,304,207746.3333
2015,305,210160.3333
2015,306,211833.3333
2015,307,235524.3333
2015,308,295328.3333
2015,309,281831.3333
2015,310,261545.3333
2015,311,192255.3333
2015,312,163146.3333
2015,313,147835.875
2015,314,145554.875
2015,315,143893.875
2015,316,148647.875
2015,317,150727.875
2015,318,167714.875
2015,319,196016.875
2015,320,208361.875
2015,321,213426.875
2015,322,216663.875
2015,323,220488.875
2015,324,218149.875
2015,325,215318.875
2015,326,206936.875
2015,327,207989.875
2015,328,207581.875
2015,329,210893.875
2015,330,217269.875
2015,331,239508.875
2015,332,290810.875
2015,333,288355.875
2015,334,264272.875
2015,335,216155.875
2015,336,176927.875
2015,337,152618.9583
2015,338,146802.9583
2015,339,149227.9583
2015,340,150168.9583
2015,341,152542.9583
2015,342,172566.9583
2015,343,185669.4583
2015,344,199725.9583
2015,345,209538.9583
2015,346,211616.9583
2015,347,212976.9583
2015,348,219960.9583
2015,349,215334.9583
2015,350,208066.9583
2015,351,198337.9583
2015,352,190898.9583
2015,353,203895.9583
2015,354,196278.9583
2015,355,218578.9583
2015,356,275740.9583
2015,357,284203.9583
2015,358,267939.9583
2015,359,227761.9583
2015,360,179002.9583
2015,361,156443.0
2015,362,155730.0
2015,363,149074.0
2015,364,106901.0
2015,365,101483.0
2015,366,129638.0
2015,367,157639.0
2015,368,201185.0
2015,369,209005.0
2015,370,211763.5
2015,371,214639.0
2015,372,211754.0
2015,373,211408.0
2015,374,203460.0
2015,375,201881.0
2015,376,205834.0
2015,377,206233.0
2015,378,212009.0
2015,379,218180.0
2015,380,276930.0
2015,381,275401.0
2015,382,258249.0
2015,383,215353.0
2015,384,161098.0
2015,385,155666.5833
2015,386,148694.5833
2015,387,145679.5833
2015,388,148162.5833
2015,389,151770.5833
2015,390,162232.5833
2015,391,181849.5833
2015,392,199169.5833
2015,393,205280.5833
2015,394,210913.5833
2015,395,203073.5833
2015,396,215107.5833
2015,397,223343.5833
2015,398,208415.0833
2015,399,200347.5833
2015,400,192132.5833
2015,401,200331.5833
2015,402,202188.0833
2015,403,210673.5833
2015,404,284352.5833
2015,405,282198.5833
2015,406,264908.5833
2015,407,191920.5833
2015,408,165649.5833
2015,409,147516.25
2015,410,144249.75
2015,411,140131.75
2015,412,140978.75
2015,413,140306.75
2015,414,145335.75
2015,415,157024.75
2015,416,175647.75
2015,417,188612.75
2015,418,181442.75
2015,419,185329.75
2015,420,178529.25
2015,421,178469.75
2015,422,170111.25
2015,423,167028.75
2015,424,166398.75
2015,425,169230.75
2015,426,174909.15
2015,427,200760.75
2015,428,258979.75
2015,429,260844.75
2015,430,238720.75
2015,431,186643.75
2015,432,153213.75
2015,433,134557.4167
2015,434,128139.4167
2015,435,124266.4167
2015,436,128086.4167
2015,437,128008.4167
2015,438,154749.4167
2015,439,171302.4167
2015,440,189918.4167
2015,441,178179.4167
2015,442,190323.4167
2015,443,188853.4167
2015,444,191934.4167
2015,445,194095.4167
2015,446,188226.4167
2015,447,186297.4167
2015,448,175794.4167
2015,449,181800.4167
2015,450,195041.4167
2015,451,219688.4167
2015,452,277192.4167
2015,453,281708.4167
2015,454,258748.4167
2015,455,203051.4167
2015,456,167632.4167
2015,457,158465.6667
2015,458,154491.6667
2015,459,150808.6667
2015,460,149233.6667
2015,461,149646.6667
2015,462,176688.6667
2015,463,204915.6667
2015,464,212297.6667
2015,465,210122.6667
2015,466,215669.6667
2015,467,219606.6667
2015,468,215689.6667
2015,469,219536.6667
2015,470,214673.6667
2015,471,214201.6667
2015,472,214096.6667
2015,473,204886.6667
2015,474,208701.6667
2015,475,229201.6667
2015,476,278935.6667
2015,477,286813.6667
2015,478,254950.6667
2015,479,213184.6667
2015,480,166800.6667
2015,481,154971.0833
2015,482,146680.0833
2015,483,145938.0833
2015,484,144361.0833
2015,485,144950.0833
2015,486,170699.0833
2015,487,212220.0833
2015,488,211220.0833
2015,489,218824.0833
2015,490,219674.0833
2015,491,221474.5833
2015,492,221051.0833
2015,493,206680.0833
2015,494,202686.0833
2015,495,203839.0833
2015,496,218463.0833
2015,497,210188.0833
2015,498,218171.0833
2015,499,226994.0833
2015,500,277317.0833
2015,501,292553.0833
2015,502,265562.0833
2015,503,200755.0833
2015,504,162623.0833
2015,505,157366.875
2015,506,147812.875
2015,507,146457.875
2015,508,143586.875
2015,509,147687.875
2015,510,179288.875
2015,511,205624.875
2015,512,208491.875
2015,513,208608.875
2015,514,211316.875
2015,515,207876.875
2015,516,214145.875
2015,517,207710.875
2015,518,203924.875
2015,519,215993.875
2015,520,216840.875
2015,521,202590.875
2015,522,194024.875
2015,523,220757.875
2015,524,263414.875
2015,525,277592.875
2015,526,267565.875
2015,527,204823.375
2015,528,162233.875
2015,529,192947.1667
2015,530,148457.1667
2015,531,146507.1667
2015,532,146595.1667
2015,533,154427.1667
2015,534,170636.1667
2015,535,193415.1667
2015,536,206139.1667
2015,537,208847.1667
2015,538,217079.1667
2015,539,218402.1667
2015,540,209973.1667
2015,541,213232.1667
2015,542,207534.1667
2015,543,201211.1667
2015,544,208176.1667
2015,545,204847.1667
2015,546,209700.1667
2015,547,222772.1667
2015,548,292282.1667
2015,549,290776.1667
2015,550,269641.1667
2015,551,220362.1667
2015,552,184529.1667
2015,553,159118.0
2015,554,154671.0
2015,555,153404.0
2015,556,140510.0
2015,557,141688.0
2015,558,149476.0
2015,559,161855.0
2015,560,195319.0
2015,561,207698.0
2015,562,200573.0
2015,563,200721.0
2015,564,204162.0
2015,565,205054.0
2015,566,193529.0
2015,567,176539.0
2015,568,179489.0
2015,569,174562.0
2015,570,166665.0
2015,571,179435.0
2015,572,267959.0
2015,573,270931.0
2015,574,266468.0
2015,575,193441.0
2015,576,152480.0
2015,577,135084.8333
2015,578,125608.8333
2015,579,115988.8333
2015,580,118735.8333
2015,581,126062.8333
2015,582,137215.8333
2015,583,158082.8333
2015,584,175284.8333
2015,585,184091.8333
2015,586,191433.8333
2015,587,175183.8333
2015,588,168203.8333
2015,589,173263.8333
2015,590,172003.8333
2015,591,168845.8333
2015,592,167607.8333
2015,593,166898.8333
2015,594,175284.8333
2015,595,189594.8333
2015,596,257448.8333
2015,597,259273.8333
2015,598,230360.8333
2015,599,171251.8333
2015,600,137785.8333
2015,601,120902.8333
2015,602,114072.8333
2015,603,114140.8333
2015,604,116569.8333
2015,605,126538.8333
2015,606,145367.8333
2015,607,178788.8333
2015,608,177151.8333
2015,609,185334.8333
2015,610,183555.8333
2015,611,186096.8333
2015,612,195965.3333
2015,613,195167.8333
2015,614,183410.8333
2015,615,181825.8333
2015,616,187450.8333
2015,617,187072.8333
2015,618,187199.8333
2015,619,208273.8333
2015,620,231717.8333
2015,621,241718.8333
2015,622,219785.8333
2015,623,179991.8333
2015,624,150724.3333
2015,625,150494.2083
2015,626,152531.2083
2015,627,163481.2083
2015,628,160766.2083
2015,629,174124.2083
2015,630,211237.2083
2015,631,208885.2083
2015,632,205682.2083
2015,633,207223.2083
2015,634,212888.2083
2015,635,216493.2083
2015,636,214085.2083
2015,637,213007.2083
2015,638,208134.2083
2015,639,197904.2083
2015,640,200915.2083
2015,641,201839.2083
2015,642,209990.2083
2015,643,226020.2083
2015,644,246220.2083
2015,645,254014.2083
2015,646,249891.2083
2015,647,195166.2083
2015,648,173243.2083
2015,649,148894.7083
2015,650,142533.7083
2015,651,147805.7083
2015,652,150024.7083
2015,653,158872.7083
2015,654,182291.7083
2015,655,213733.7083
2015,656,208701.7083
2015,657,221675.7083
2015,658,210776.7083
2015,659,211710.7083
2015,660,221751.7083
2015,661,216222.7083
2015,662,208445.7083
2015,663,211552.7083
2015,664,208358.7083
2015,665,207033.7083
2015,666,202086.7083
2015,667,225956.7083
2015,668,238679.7083
2015,669,262008.7083
2015,670,266020.7083
2015,671,214486.7083
2015,672,185206.7083
2015,673,165337.4167
2015,674,148509.4167
2015,675,143547.4167
2015,676,148007.4167
2015,677,158239.4167
2015,678,176423.4167
2015,679,207825.4167
2015,680,193994.4167
2015,681,210342.4167
2015,682,215205.4167
2015,683,211170.4167
2015,684,208602.4167
2015,685,205675.4167
2015,686,208209.4167
2015,687,207257.4167
2015,688,155748.4167
2015,689,180127.4167
2015,690,183742.4167
2015,691,221739.4167
2015,692,264029.4167
2015,693,278592.4167
2015,694,269682.4167
2015,695,197511.4167
2015,696,172724.4167
2015,697,145771.0833
2015,698,143879.0833
2015,699,143232.0833
2015,700,145056.0833
2015,701,142329.0833
2015,702,184258.0833
2015,703,200222.0833
2015,704,208886.0833
2015,705,216137.0833
2015,706,212157.0833
2015,707,214065.0833
2015,708,214157.0833
2015,709,213735.0833
2015,710,214736.0833
2015,711,197224.0833
2015,712,200819.0833
2015,713,209515.0833
2015,714,211554.0833
2015,715,233931.0833
2015,716,291517.0833
2015,717,292438.0833
2015,718,259156.0833
2015,719,200722.0833
2015,720,164483.0833
2015,721,151364.6667
2015,722,145366.6667
2015,723,142279.6667
2015,724,142867.7667
2015,725,143936.6667
2015,726,155148.6667
2015,727,183187.6667
2015,728,202299.6667
2015,729,208830.6667
2015,730,209995.6667
2015,731,209032.6667
2015,732,206610.6667
2015,733,216677.6667
2015,734,199127.6667
2015,735,196835.6667
2015,736,202588.6667
2015,737,200309.6667
2015,738,193297.6667
2015,739,207296.6667
2015,740,264490.6667
2015,741,284012.6667
2015,742,256694.6667
2015,743,203387.6667
2015,744,170008.6667
2015,745,154981.3333
2015,746,142997.3333
2015,747,139158.3333
2015,748,140514.8333
2015,749,142098.3333
2015,750,150834.3333
2015,751,155830.3333
2015,752,180991.3333
2015,753,189727.3333
2015,754,187429.3333
2015,755,170942.3333
2015,756,177653.3333
2015,757,180048.3333
2015,758,178229.3333
2015,759,184545.3333
2015,760,179430.3333
2015,761,170888.3333
2015,762,170913.3333
2015,763,182009.3333
2015,764,252374.3333
2015,765,261284.3333
2015,766,242620.3333
2015,767,180876.8333
2015,768,144374.3333
2015,769,127786.4167
2015,770,124171.4167
2015,771,122885.4167
2015,772,127287.4167
2015,773,132153.4167
2015,774,152034.4167
2015,775,186038.9167
2015,776,185398.4167
2015,777,187190.4167
2015,778,195364.4167
2015,779,192038.4167
2015,780,191262.4167
2015,781,199550.4167
2015,782,190170.4167
2015,783,192863.4167
2015,784,199523.4167
2015,785,202605.9167
2015,786,207004.4167
2015,787,222063.4167
2015,788,282922.4167
2015,789,277945.4167
2015,790,265976.4167
2015,791,209991.4167
2015,792,174232.4167
2015,793,148888.2083
2015,794,142480.2083
2015,795,142907.2083
2015,796,143677.2083
2015,797,150605.2083
2015,798,171437.2083
2015,799,203640.2083
2015,800,193906.2083
2015,801,198381.2083
2015,802,193957.2083
2015,803,203755.2083
2015,804,204661.2083
2015,805,206392.2083
2015,806,192560.2083
2015,807,185218.2083
2015,808,180890.2083
2015,809,190842.2083
2015,810,194774.2083
2015,811,215213.2083
2015,812,277794.2083
2015,813,276597.2083
2015,814,253614.2083
2015,815,197779.2083
2015,816,147034.2083
2015,817,130456.0833
2015,818,133745.0833
2015,819,136452.0833
2015,820,144869.0833
2015,821,156697.0833
2015,822,171697.0833
2015,823,201075.0833
2015,824,201092.0833
2015,825,189214.0833
2015,826,210041.0833
2015,827,208763.0833
2015,828,222674.0833
2015,829,197368.0833
2015,830,200766.0833
2015,831,209145.0833
2015,832,182711.0833
