Year_name,,Electricity_demand
2015,1,176970.0
2015,2,181620.0
2015,3,178760.0
2015,4,174245.0
2015,5,169545.0
2015,6,167510.0
2015,7,160635.0
2015,8,157615.0
2015,9,169725.0
2015,10,173660.0
2015,11,171065.0
2015,12,168910.0
2015,13,165000.0
2015,14,165100.0
2015,15,164510.0
2015,16,168080.0
2015,17,165835.0
2015,18,161625.0
2015,19,176680.0
2015,20,202400.0
2015,21,205495.0
2015,22,200575.0
2015,23,178875.0
2015,24,156660.0
2015,25,160265.0
2015,26,162880.0
2015,27,162140.0
2015,28,155025.0
2015,29,154290.0
2015,30,149475.0
2015,31,146865.0
2015,32,156985.0
2015,33,177410.0
2015,34,185000.0
2015,35,190750.0
2015,36,191045.0
2015,37,188710.0
2015,38,188665.0
2015,39,187555.0
2015,40,187920.0
2015,41,190085.0
2015,42,188250.0
2015,43,194235.0
2015,44,221545.0
2015,45,217550.0
2015,46,215880.0
2015,47,201660.0
2015,48,188015.0
2015,49,159980.0
2015,50,153050.0
2015,51,147200.0
2015,52,146820.0
2015,53,144990.0
2015,54,146325.0
2015,55,138710.0
2015,56,150720.0
2015,57,166110.0
2015,58,175160.0
2015,59,181725.0
2015,60,180765.0
2015,61,180465.0
2015,62,174090.0
2015,63,159905.0
2015,64,167530.0
2015,65,165640.0
2015,66,164085.0
2015,67,173030.0
2015,68,199705.0
2015,69,202735.0
2015,70,194145.0
2015,71,187665.0
2015,72,169550.0
2015,73,164365.0
2015,74,157565.0
2015,75,154815.0
2015,76,154090.0
2015,77,157140.0
2015,78,161995.0
2015,79,154625.0
2015,80,139735.0
2015,81,151345.0
2015,82,171525.0
2015,83,175560.0
2015,84,173240.0
2015,85,168225.0
2015,86,171085.0
2015,87,178330.0
2015,88,175755.0
2015,89,175695.0
2015,90,174010.0
2015,91,174935.0
2015,92,207520.0
2015,93,201480.0
2015,94,198325.0
2015,95,183130.0
2015,96,170510.0
2015,97,160735.0
2015,98,152420.0
2015,99,151620.0
2015,100,151100.0
2015,101,152350.0
2015,102,156435.0
2015,103,157635.0
2015,104,166685.0
2015,105,192350.0
2015,106,198065.0
2015,107,194330.0
2015,108,194680.0
2015,109,187910.0
2015,110,198930.0
2015,111,201775.0
2015,112,217925.0
2015,113,190185.0
2015,114,182915.0
2015,115,194000.0
2015,116,227580.0
2015,117,222995.0
2015,118,213735.0
2015,119,188075.0
2015,120,174070.0
2015,121,159520.0
2015,122,154420.0
2015,123,148280.0
2015,124,142720.0
2015,125,144925.0
2015,126,155005.0
2015,127,154400.0
2015,128,162165.0
2015,129,183975.0
2015,130,193080.0
2015,131,193810.0
2015,132,197140.0
2015,133,192900.0
2015,134,190005.0
2015,135,195165.0
2015,136,192255.0
2015,137,198870.0
2015,138,190780.0
2015,139,198040.0
2015,140,219185.0
2015,141,216030.0
2015,142,213330.0
2015,143,197995.0
2015,144,173105.0
2015,145,165675.0
2015,146,163240.0
2015,147,158700.0
2015,148,158800.0
2015,149,157885.0
2015,150,163740.0
2015,151,166935.0
2015,152,169370.0
2015,153,189845.0
2015,154,202830.0
2015,155,197650.0
2015,156,197240.0
2015,157,192710.0
