Year,Actualized cost
Y0,50633370262.52908
Y1,101252831954.0951
Y2,159251093036.57437
Y3,87388570681.52791
Y4,83632577235.11176
Y5,79909535847.37
Y6,75386501002.41058
Y7,70952959978.83041
Y8,66799107657.70385
Y9,59600560334.52757
Y10,55771877250.313705
Y11,47953644955.48194
Y12,44708489003.26244
Y13,41801554598.49797
Y14,38578628297.26623
Y15,36167960600.93083
Y16,35905605496.91043
Y17,33733227888.530537
Y18,30417554738.365395
Y19,28294377902.957123
Y20,27003328390.29559
Y21,27474502736.51325
Y22,26533128178.903996
Y23,25263332334.9403
Y24,24046901810.935684
Y25,22847956604.306793
Y26,21128106437.22795
Y27,20095734970.43041
Y28,19054646541.65238
Y29,18074631754.531754
Y30,17181201687.07217
Y31,15154530160.825804
Y32,14411434487.702288
Y33,13664802033.055641
Y34,12869395574.573032
Y35,12099944796.86683
Y36,11275087392.624763
Y37,10722246177.222141
Y38,10215911477.235434
Y39,9668396110.733398
Y40,9222294443.91463
Y41,9331072939.463299
Y42,9028427751.710926
Y43,8348880351.580263
Y44,7897760270.306994
Y45,7529952315.3039875
Y46,7142629672.906534
Y47,6783994017.983198
Y48,6410243550.270567
Y49,6011299630.998076
Y50,5658979222.115034
