Year,Actualized emission
Y0,936567587.090291
Y1,828893798.3463066
Y2,758188260.5274888
Y3,707364480.5143366
Y4,660413391.6621698
Y5,616651758.9416001
Y6,567773138.7568365
Y7,522654739.0352289
Y8,481179953.71479183
Y9,445268233.52753127
Y10,411957068.57258147
Y11,383556732.422733
Y12,357082925.25250983
Y13,332356451.92062366
Y14,309358135.8921218
Y15,288159922.2858916
Y16,270081112.2270795
Y17,253253346.0606899
Y18,237630597.38274723
Y19,223286088.51980332
Y20,209624158.35698885
Y21,200350177.44138318
Y22,191030907.23386
Y23,182130019.8078852
Y24,173550114.35679707
Y25,165374349.51599878
Y26,157499380.49142733
Y27,149999409.99183565
Y28,142856580.94460526
Y29,136053886.6139098
Y30,129575130.1084856
Y31,123404885.81760532
Y32,117528462.68343362
Y33,111931869.22231774
Y34,106601780.21173118
Y35,101525504.96355349
Y36,96690957.10814618
Y37,92086625.81728207
Y38,87701548.3974115
Y39,83525284.18801095
Y40,79531335.58980918
Y41,76513690.35417241
Y42,73626603.28611755
Y43,70878175.5355389
Y44,68222845.3225498
Y45,65666123.01989949
Y46,63146144.75343741
Y47,60719415.016003355
Y48,58224389.359724745
Y49,55451799.390214056
Y50,52811237.514489576
