Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819138
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033812
Y6,569912582.6965841
Y7,525541138.8595514
Y8,484354690.80772394
Y9,445945892.426164
Y10,410990288.89368814
Y11,380194607.6685721
Y12,351664088.0452977
Y13,325635520.3928834
Y14,301149217.3370296
Y15,278472427.7372142
Y16,255498772.9826678
Y17,234521860.21564075
Y18,214345414.4514926
Y19,195925963.0945761
Y20,178827331.56663364
Y21,167856035.95296958
Y22,157515579.3642256
Y23,147792716.68992567
Y24,138650905.0341831
Y25,130046871.52447766
Y26,123854163.35664539
Y27,117956346.05394799
Y28,112339377.19423619
Y29,106989883.04212968
Y30,101895126.7067902
Y31,97042977.81599066
Y32,92421883.63427679
Y33,88020841.55645409
Y34,83829372.91090867
Y35,79837498.0103892
Y36,76035712.39084683
Y37,72414964.18175888
Y38,68966632.55405608
Y39,65682507.19433913
Y40,62554768.75651344
Y41,59575970.244298525
Y42,56786955.99838261
Y43,54082815.23655486
Y44,51507443.0824332
Y45,49054707.69755543
Y46,46718769.23576707
Y47,44480379.62881167
Y48,42362266.313153975
Y49,40345015.53633711
Y50,38423824.32032106
