Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.7605
Y3,128367801890.91531
Y4,121327249766.34354
Y5,114755807999.59262
Y6,107554969968.83488
Y7,100743042255.51721
Y8,94420703669.51805
Y9,88544337586.33371
Y10,82528097407.73154
Y11,73610554883.59886
Y12,66947959786.31793
Y13,62277766007.676384
Y14,57486539790.90021
Y15,53693518155.80035
Y16,50724102344.380135
Y17,48364722980.81994
Y18,46941664592.10916
Y19,43981311184.313896
Y20,41669038379.0951
Y21,40116490234.066956
Y22,38292640856.17131
Y23,36498265543.427475
Y24,35460131898.3922
Y25,34155818037.237644
Y26,32084679210.74751
Y27,30530545333.197723
Y28,29067742596.407356
Y29,27640331119.265995
Y30,26291480825.58103
Y31,24561554101.79948
Y32,23338608969.464596
Y33,22172815233.20503
Y34,21063339906.062252
Y35,19864647912.36585
Y36,18531077078.905746
Y37,17604657175.147522
Y38,16736574376.549376
Y39,15910039990.795883
Y40,15128959134.619585
Y41,14742592284.135624
Y42,13974283694.573748
Y43,13361199286.391592
Y44,12613167919.370447
Y45,11974661568.023623
Y46,11311844600.790447
Y47,10696314006.49694
Y48,10119296612.819393
Y49,9562814455.704014
Y50,9033457782.39912
