Year,Actualized cost
Y0,50633370262.52908
Y1,101321597128.70963
Y2,159237450196.89438
Y3,128367801891.0224
Y4,121327249766.4262
Y5,114755807999.65233
Y6,107554969968.86583
Y7,100743042255.51886
Y8,94420703669.49118
Y9,88544337586.27863
Y10,82528097407.65088
Y11,73610554883.51155
Y12,66947959786.225426
Y13,62359303089.59932
Y14,57479424697.819725
Y15,53686796099.37982
Y16,51092109629.75047
Y17,50138184136.57777
Y18,47888754653.62523
Y19,45099819979.827614
Y20,42907957836.38663
Y21,40896959378.18963
Y22,40088030768.62617
Y23,38806818150.49972
Y24,37539323218.26273
Y25,36262975086.673645
Y26,34012553284.512203
Y27,32367335805.05009
Y28,30817514294.405437
Y29,29306436810.538616
Y30,27877998743.547188
Y31,26072093884.250263
Y32,24777782366.480873
Y33,23543807143.932472
Y34,22368777311.27638
Y35,21236855503.39093
Y36,19718909907.894924
Y37,18693027683.380356
Y38,17784183261.728363
Y39,16907551831.808275
Y40,16078817297.477404
Y41,15672015663.760464
Y42,15054071433.426455
Y43,14256301954.62896
Y44,13437652217.012648
Y45,12738761125.326567
Y46,12033268293.822365
Y47,11424057844.397022
Y48,10797050909.428041
Y49,10196966426.425293
Y50,9629357081.494764
