Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819135
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033812
Y6,569912582.6965841
Y7,525541138.8595514
Y8,484354690.8077239
Y9,445945892.4261639
Y10,410990288.89368814
Y11,380285037.78620404
Y12,351785862.6592382
Y13,325635960.1495109
Y14,301149896.4010692
Y15,278473074.46487105
Y16,258202516.8030792
Y17,239126027.50389028
Y18,221127058.71879727
Y19,204514827.6826755
Y20,189011648.88703683
Y21,178930178.16547033
Y22,170199129.35088396
Y23,161916636.98067358
Y24,154039731.40819362
Y25,146648738.76412106
Y26,139665465.48963907
Y27,133014729.0377514
Y28,126680694.32166798
Y29,120648280.30635047
Y30,114903124.10128616
Y31,109431546.76312967
Y32,104220520.72679016
Y33,99257638.78741919
Y34,94531084.55944686
Y35,89910879.04461019
Y36,85578253.15390037
Y37,81503098.24180987
Y38,77621998.32553321
Y39,73925712.69098401
Y40,70405440.65808
Y41,67186893.86259846
Y42,63987517.9643794
Y43,60940493.299408875
Y44,58038565.04705607
Y45,55274823.854339115
Y46,52571627.250620596
Y47,50068216.42916247
Y48,47684015.646821365
Y49,45413348.23506798
Y50,43250807.84292188
