Year_name,,NG,Solid_fossil_fuels,Biofuels_waste,Oil_products,Electricity,Final_electricity
2015,1,0.0,0.0,0.0,0.0,0.0,116777.5
2015,2,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,0.0,0.0,0.0,0.0,0.0,0.0
2015,4,0.0,0.0,0.0,0.0,0.0,0.0
2015,5,0.0,0.0,0.0,0.0,0.0,0.0
2015,6,0.0,0.0,0.0,0.0,0.0,0.0
2015,7,0.0,0.0,0.0,0.0,0.0,0.0
2015,8,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,0.0,0.0,0.0,0.0,0.0,116777.5
2015,10,0.0,0.0,0.0,0.0,0.0,0.0
2015,11,0.0,0.0,0.0,0.0,0.0,116777.5
2015,12,0.0,0.0,0.0,0.0,0.0,116777.5
2015,13,0.0,0.0,0.0,0.0,0.0,0.0
2015,14,0.0,0.0,0.0,0.0,0.0,17343.446730148513
2015,15,0.0,0.0,0.0,0.0,0.0,116777.5
2015,16,0.0,0.0,0.0,0.0,0.0,116777.5
2015,17,0.0,0.0,0.0,0.0,0.0,0.0
2015,18,0.0,0.0,0.0,0.0,0.0,0.0
2015,19,0.0,0.0,0.0,0.0,0.0,8043.541700000002
2015,20,0.0,0.0,0.0,0.0,0.0,116777.5
2015,21,0.0,0.0,0.0,0.0,0.0,0.0
2015,22,0.0,0.0,0.0,0.0,0.0,0.0
2015,23,0.0,0.0,0.0,0.0,0.0,116777.5
2015,24,0.0,0.0,0.0,0.0,0.0,0.0
2015,25,0.0,0.0,0.0,0.0,0.0,0.0
2015,26,0.0,0.0,0.0,0.0,0.0,0.0
2015,27,0.0,0.0,0.0,0.0,0.0,0.0
2015,28,0.0,0.0,0.0,0.0,0.0,0.0
2015,29,0.0,0.0,0.0,0.0,0.0,0.0
2015,30,0.0,0.0,0.0,0.0,0.0,0.0
2015,31,0.0,0.0,0.0,0.0,0.0,0.0
2015,32,0.0,0.0,0.0,0.0,0.0,116777.5
2015,33,0.0,0.0,0.0,0.0,0.0,0.0
2015,34,0.0,0.0,0.0,0.0,0.0,0.0
2015,35,0.0,0.0,0.0,0.0,0.0,0.0
2015,36,0.0,0.0,0.0,0.0,0.0,0.0
2015,37,0.0,0.0,0.0,0.0,0.0,116777.5
2015,38,0.0,0.0,0.0,0.0,0.0,0.0
2015,39,0.0,0.0,0.0,0.0,0.0,0.0
2015,40,0.0,0.0,0.0,0.0,0.0,0.0
2015,41,0.0,0.0,0.0,0.0,0.0,0.0
2015,42,0.0,0.0,0.0,0.0,0.0,1103.5850331335096
2015,43,0.0,0.0,0.0,0.0,0.0,34913.8250331335
2015,44,0.0,0.0,0.0,0.0,0.0,116777.5
2015,45,0.0,0.0,0.0,0.0,0.0,27334.755033133493
2015,46,0.0,0.0,0.0,0.0,0.0,24256.21003313351
2015,47,0.0,0.0,0.0,0.0,0.0,0.0
2015,48,0.0,0.0,0.0,0.0,0.0,116777.5
2015,49,0.0,0.0,0.0,0.0,0.0,0.0
2015,50,0.0,0.0,0.0,0.0,0.0,0.0
2015,51,0.0,0.0,0.0,0.0,0.0,0.0
2015,52,0.0,0.0,0.0,0.0,0.0,0.0
2015,53,0.0,0.0,0.0,0.0,0.0,0.0
2015,54,0.0,0.0,0.0,0.0,0.0,116777.5
2015,55,0.0,0.0,0.0,0.0,0.0,116777.5
2015,56,0.0,0.0,0.0,0.0,0.0,69610.96003611851
2015,57,0.0,0.0,0.0,0.0,0.0,64599.29503611848
2015,58,0.0,0.0,0.0,0.0,0.0,36688.5100659685
2015,59,0.0,0.0,0.0,0.0,0.0,116777.5
2015,60,0.0,0.0,0.0,0.0,0.0,17039.120065968425
2015,61,0.0,0.0,0.0,0.0,0.0,116777.5
2015,62,0.0,0.0,0.0,0.0,0.0,25825.510065968498
2015,63,0.0,0.0,0.0,0.0,0.0,116777.5
2015,64,0.0,0.0,0.0,0.0,0.0,17052.300065968477
2015,65,0.0,0.0,0.0,0.0,0.0,116777.5
2015,66,0.0,0.0,0.0,0.0,0.0,31214.12003611849
2015,67,0.0,0.0,0.0,0.0,0.0,116777.5
2015,68,0.0,0.0,0.0,0.0,0.0,116777.5
2015,69,0.0,0.0,0.0,0.0,0.0,116777.5
2015,70,0.0,0.0,0.0,0.0,0.0,34905.92006596853
2015,71,0.0,0.0,0.0,0.0,0.0,116777.5
2015,72,0.0,0.0,0.0,0.0,0.0,116777.5
2015,73,0.0,0.0,0.0,0.0,0.0,10555.0
2015,74,0.0,0.0,0.0,0.0,0.0,56.65826100500999
2015,75,0.0,0.0,0.0,0.0,0.0,0.0
2015,76,0.0,0.0,0.0,0.0,0.0,0.0
2015,77,0.0,0.0,0.0,0.0,0.0,0.0
2015,78,0.0,0.0,0.0,0.0,0.0,0.0
2015,79,0.0,0.0,0.0,0.0,0.0,116777.5
2015,80,0.0,0.0,0.0,0.0,0.0,116777.5
2015,81,0.0,0.0,0.0,0.0,0.0,31275.619969851512
2015,82,0.0,0.0,0.0,0.0,0.0,0.0
2015,83,0.0,0.0,0.0,0.0,0.0,116777.5
2015,84,0.0,0.0,0.0,0.0,0.0,3847.0299698514864
2015,85,0.0,0.0,0.0,0.0,0.0,116777.5
2015,86,0.0,0.0,0.0,0.0,0.0,0.0
2015,87,0.0,0.0,0.0,0.0,0.0,116777.5
2015,88,0.0,0.0,0.0,0.0,0.0,290.1849698514561
2015,89,0.0,0.0,0.0,0.0,0.0,0.0
2015,90,0.0,0.0,0.0,0.0,0.0,0.0
2015,91,0.0,0.0,0.0,0.0,0.0,9115.17996985151
2015,92,0.0,0.0,0.0,0.0,0.0,10678.069999701576
2015,93,0.0,0.0,0.0,0.0,0.0,116777.5
2015,94,0.0,0.0,0.0,0.0,0.0,0.0
2015,95,0.0,0.0,0.0,0.0,0.0,116777.5
2015,96,0.0,0.0,0.0,0.0,0.0,116777.5
2015,97,0.0,0.0,0.0,0.0,0.0,0.0
2015,98,0.0,0.0,0.0,0.0,0.0,0.0
2015,99,0.0,0.0,0.0,0.0,0.0,0.0
2015,100,0.0,0.0,0.0,0.0,0.0,0.0
2015,101,0.0,0.0,0.0,0.0,0.0,0.0
2015,102,0.0,0.0,0.0,0.0,0.0,0.0
2015,103,0.0,0.0,0.0,0.0,0.0,116777.5
2015,104,0.0,0.0,0.0,0.0,0.0,56528.36670000001
2015,105,0.0,0.0,0.0,0.0,0.0,50885.33669999987
2015,106,0.0,0.0,0.0,0.0,0.0,25493.55170000001
2015,107,0.0,0.0,0.0,0.0,0.0,116777.5
2015,108,0.0,0.0,0.0,0.0,0.0,116777.5
2015,109,0.0,0.0,0.0,0.0,0.0,25556.41169999994
2015,110,0.0,0.0,0.0,0.0,0.0,116777.5
2015,111,0.0,0.0,0.0,0.0,0.0,116777.5
2015,112,0.0,0.0,0.0,0.0,0.0,37275.36170000001
2015,113,0.0,0.0,0.0,0.0,0.0,16868.94669999997
2015,114,0.0,0.0,0.0,0.0,0.0,45104.27669999999
2015,115,0.0,0.0,0.0,0.0,0.0,116777.5
2015,116,0.0,0.0,0.0,0.0,0.0,116777.5
2015,117,0.0,0.0,0.0,0.0,0.0,116777.5
2015,118,0.0,0.0,0.0,0.0,0.0,116777.5
2015,119,0.0,0.0,0.0,0.0,0.0,48804.42169999995
2015,120,0.0,0.0,0.0,0.0,0.0,116777.5
2015,121,0.0,0.0,0.0,0.0,0.0,15525.375
2015,122,0.0,0.0,0.0,0.0,0.0,116777.5
2015,123,0.0,0.0,0.0,0.0,0.0,116777.5
2015,124,0.0,0.0,0.0,0.0,0.0,116777.5
2015,125,0.0,0.0,0.0,0.0,0.0,116777.5
2015,126,0.0,0.0,0.0,0.0,0.0,116777.5
2015,127,0.0,0.0,0.0,0.0,0.0,116777.5
2015,128,0.0,0.0,0.0,0.0,0.0,82503.16496686649
2015,129,0.0,0.0,0.0,0.0,0.0,92134.75996686658
2015,130,0.0,0.0,0.0,0.0,0.0,116777.5
2015,131,0.0,0.0,0.0,0.0,0.0,116777.5
2015,132,0.0,0.0,0.0,0.0,0.0,116777.5
2015,133,0.0,0.0,0.0,0.0,0.0,116777.5
2015,134,0.0,0.0,0.0,0.0,0.0,116777.5
2015,135,0.0,0.0,0.0,0.0,0.0,116777.5
2015,136,0.0,0.0,0.0,0.0,0.0,116777.5
2015,137,0.0,0.0,0.0,0.0,0.0,116777.5
2015,138,0.0,0.0,0.0,0.0,0.0,116777.5
2015,139,0.0,0.0,0.0,0.0,0.0,116777.5
2015,140,0.0,0.0,0.0,0.0,0.0,116777.5
2015,141,0.0,0.0,0.0,0.0,0.0,116777.5
2015,142,0.0,0.0,0.0,0.0,0.0,116777.5
2015,143,0.0,0.0,0.0,0.0,0.0,38469.27996686648
2015,144,0.0,0.0,0.0,0.0,0.0,116777.5
2015,145,0.0,0.0,0.0,0.0,0.0,116777.5
2015,146,0.0,0.0,0.0,0.0,0.0,22118.1667
2015,147,0.0,0.0,0.0,0.0,0.0,116777.5
2015,148,0.0,0.0,0.0,0.0,0.0,116777.5
2015,149,0.0,0.0,0.0,0.0,0.0,116777.5
2015,150,0.0,0.0,0.0,0.0,0.0,116777.5
2015,151,0.0,0.0,0.0,0.0,0.0,116777.5
2015,152,0.0,0.0,0.0,0.0,0.0,48145.971669851395
2015,153,0.0,0.0,0.0,0.0,0.0,116777.5
2015,154,0.0,0.0,0.0,0.0,0.0,116777.5
2015,155,0.0,0.0,0.0,0.0,0.0,116777.5
2015,156,0.0,0.0,0.0,0.0,0.0,19409.51669970149
2015,157,0.0,0.0,0.0,0.0,0.0,116777.5
2015,158,0.0,0.0,0.0,0.0,0.0,66794.26669970143
2015,159,0.0,0.0,0.0,0.0,0.0,60705.496669851476
2015,160,0.0,0.0,0.0,0.0,0.0,59008.43666985142
2015,161,0.0,0.0,0.0,0.0,0.0,75630.99169970141
2015,162,0.0,0.0,0.0,0.0,0.0,105296.99166985147
2015,163,0.0,0.0,0.0,0.0,0.0,116777.5
2015,164,0.0,0.0,0.0,0.0,0.0,116777.5
2015,165,0.0,0.0,0.0,0.0,0.0,113035.0
2015,166,0.0,0.0,0.0,0.0,0.0,116777.5
2015,167,0.0,0.0,0.0,0.0,0.0,116777.5
2015,168,0.0,0.0,0.0,0.0,0.0,85631.42797608039
2015,169,0.0,0.0,0.0,0.0,0.0,28107.0833
2015,170,0.0,0.0,0.0,0.0,0.0,14882.083299999998
2015,171,0.0,0.0,0.0,0.0,0.0,116777.5
2015,172,0.0,0.0,0.0,0.0,0.0,27590.098378391936
2015,173,0.0,0.0,0.0,0.0,0.0,9512.083299999998
2015,174,0.0,0.0,0.0,0.0,0.0,116777.5
2015,175,0.0,0.0,0.0,0.0,0.0,83495.61330298503
2015,176,0.0,0.0,0.0,0.0,0.0,116777.5
2015,177,0.0,0.0,0.0,0.0,0.0,116777.5
2015,178,0.0,0.0,0.0,0.0,0.0,116777.5
2015,179,0.0,0.0,0.0,0.0,0.0,116777.5
2015,180,0.0,0.0,0.0,0.0,0.0,0.0
2015,181,0.0,0.0,0.0,0.0,0.0,0.0
2015,182,0.0,0.0,0.0,0.0,0.0,116777.5
2015,183,0.0,0.0,0.0,0.0,0.0,0.0
2015,184,0.0,0.0,0.0,0.0,0.0,0.0
2015,185,0.0,0.0,0.0,0.0,0.0,0.0
2015,186,0.0,0.0,0.0,0.0,0.0,45747.178302985034
2015,187,0.0,0.0,0.0,0.0,0.0,116777.5
