Year,Actualized emission
Y0,907372520.5918913
Y1,814752458.4928515
Y2,780911736.8825883
Y3,724285783.7772652
Y4,691782952.2715263
Y5,659384958.0013285
Y6,611248190.0040312
Y7,566966756.5971278
Y8,526597223.55160356
Y9,487278710.6102212
Y10,459361904.6485745
Y11,430285676.5075403
Y12,403158553.68941563
Y13,376834483.9757567
Y14,326014336.8348525
Y15,305487017.3390386
Y16,283463875.96048135
Y17,262876642.33537123
Y18,242313609.06152165
Y19,222786999.43998617
Y20,205030694.14841226
Y21,187528682.8002971
Y22,172543323.91461608
Y23,158749152.19947118
Y24,146088149.06441683
Y25,134090283.74932821
Y26,127180355.323985
Y27,120588374.96514888
Y28,114391289.35351776
Y29,108480874.3073763
Y30,102872161.43460849
Y31,97974250.31308594
Y32,93308835.28141376
Y33,88865599.85478956
Y34,84687105.67135043
Y35,80621820.75262538
Y36,76760657.10672714
Y37,73105027.89984366
Y38,69623530.61414048
Y39,66308484.34577289
Y40,63150921.29037869
Y41,60168510.588880174
Y42,57279608.77881082
Y43,54552605.40338721
Y44,51951698.96168197
Y45,49492887.228482686
Y46,47109018.3594089
Y47,44855725.76333056
Y48,42711589.20736312
Y49,40662393.78584359
Y50,38729060.14163507
