Year,Actualized cost
Y0,68121070383.16155
Y1,94954019791.21613
Y2,152014964683.8385
Y3,86772063527.56526
Y4,84160681716.33199
Y5,81732919558.42151
Y6,75906861139.99977
Y7,70255252936.32124
Y8,65596812325.49637
Y9,62316700982.57708
Y10,59337429972.37312
Y11,53825346365.66716
Y12,50600771125.80953
Y13,47457406767.65453
Y14,46283969163.809616
Y15,44478165270.29694
Y16,43167980469.47238
Y17,39406966492.444084
Y18,37275451524.058815
Y19,37085306941.98337
Y20,33295234709.49961
Y21,32139933796.323376
Y22,29911432217.60368
Y23,29014635429.86309
Y24,26662045175.96872
Y25,25623146709.625256
Y26,24133794954.443268
Y27,22374444799.209812
Y28,21222401508.94088
Y29,20079620506.543064
Y30,18996462626.967957
Y31,17815629564.2705
Y32,16670484753.907696
Y33,16025063315.057047
Y34,15014721124.883635
Y35,14348830566.212692
Y36,13415602039.087132
Y37,12757522109.648521
Y38,12138836521.825447
Y39,11544929983.348988
Y40,11146453845.60487
Y41,10573112669.621468
Y42,10025143963.933683
Y43,9514522798.179836
Y44,9043306311.321188
Y45,8526808329.026805
Y46,8046579092.683533
Y47,7630130869.002225
Y48,7268443783.605044
Y49,6989254210.150672
Y50,6709203875.723278
