Year,Actualized emission
Y0,907372520.5238696
Y1,814752458.7749861
Y2,780911736.6837298
Y3,743736844.7906084
Y4,709465734.7206582
Y5,675550754.5896455
Y6,625766367.7736467
Y7,581001911.9185932
Y8,540510395.171678
Y9,503470026.86051047
Y10,468333603.55492866
Y11,435373366.4212644
Y12,407165606.35399586
Y13,379817853.69374174
Y14,352712558.39345366
Y15,325473590.10379165
Y16,295049520.8468239
Y17,266173425.94809848
Y18,243516702.26333696
Y19,224105798.35433343
Y20,206326617.03222913
Y21,190694153.46523052
Y22,175730037.9780497
Y23,161881692.34404445
Y24,148700578.89852625
Y25,135413818.19265234
Y26,128549176.80770215
Y27,121891592.0160773
Y28,115573726.76346423
Y29,109581250.22038357
Y30,103998389.673444
Y31,99051376.91831832
Y32,94294611.05491175
Y33,89757933.05029927
Y34,85672707.43629074
Y35,81388947.73173425
Y36,77569213.10113811
Y37,73875441.04870294
Y38,70357562.90352665
Y39,67007176.46109931
Y40,63816358.534380324
Y41,60766459.132795095
Y42,57879124.20419216
Y43,55110285.80388531
Y44,52442015.13500928
Y45,50100404.79047095
Y46,47673513.73583135
Y47,45531186.90207533
Y48,43055367.98247896
Y49,41224250.03305057
Y50,39660672.8895975
