Year,Actualized cost
Y0,50633370262.52908
Y1,101321597128.70963
Y2,159237450196.89438
Y3,129810778884.47577
Y4,122618711661.49751
Y5,115906204884.44246
Y6,108596518800.207
Y7,101688451174.54425
Y8,95279911035.21634
Y9,89324996233.85242
Y10,83243447405.14572
Y11,74726979924.03343
Y12,67664996209.424805
Y13,62294994201.281296
Y14,57941303363.57567
Y15,54099863381.994
Y16,51644993926.346886
Y17,50526116348.07658
Y18,47675432014.82958
Y19,45401863899.54742
Y20,43778392246.99544
Y21,41289326995.26139
Y22,40503424954.53163
Y23,39222612234.46116
Y24,37965798485.076645
Y25,36768215722.92874
Y26,34422919371.33552
Y27,32758175872.915024
Y28,31189184689.736855
Y29,29660793474.35345
Y30,28216385993.09257
Y31,26393626451.10761
Y32,25084015786.557354
Y33,23835020623.976315
Y34,22646425029.63777
Y35,21501117111.79109
Y36,19984465539.97078
Y37,18930911077.655956
Y38,18010396163.941105
Y39,17123228960.938065
Y40,16284779502.167643
Y41,15894988512.454369
Y42,15240504536.342846
Y43,14410274316.900879
Y44,13604480444.108667
Y45,12901835627.79908
Y46,12185147307.422735
Y47,11570498019.816832
Y48,10934201492.605825
Y49,10331039498.404472
Y50,9756020341.191906
