Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819135
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033812
Y6,569912582.6965841
Y7,525541138.8595514
Y8,484354690.8077239
Y9,445945892.4261639
Y10,410990288.89368814
Y11,380186854.797597
Y12,351652656.57046795
Y13,325624838.4653702
Y14,301137223.57912886
Y15,278461005.110642
Y16,258124000.77379844
Y17,239024308.3264363
Y18,219975425.11452454
Y19,203455793.58044562
Y20,188983612.99895027
Y21,178905082.43426862
Y22,170199065.87925798
Y23,161916575.47039568
Y24,154039672.8269766
Y25,146621455.80200103
Y26,139639481.7161914
Y27,132989982.58684902
Y28,126657126.27318951
Y29,120625834.54589477
Y30,114881747.18656646
Y31,109411187.79672995
Y32,104201131.2349809
Y33,99239172.6047437
Y34,94513497.71880352
Y35,89894129.67256892
Y36,85557149.95930825
Y37,81482999.96124592
Y38,77602857.10594851
Y39,73907482.95804618
Y40,70388079.00766304
Y41,67036265.721583836
Y42,63844062.59198461
Y43,60803869.13522344
Y44,57908446.79545089
Y45,55150884.45970623
Y46,52550549.508444674
Y47,50048142.38899492
Y48,47664897.513328485
Y49,45395140.48888428
Y50,43233467.13227074
