Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819138
Y2,758120757.3341782
Y3,708390292.4087493
Y4,661708819.0509273
Y5,617649670.4847932
Y6,569513619.3409334
Y7,525172837.6973008
Y8,484003150.7893268
Y9,445707202.4009544
Y10,411039029.3722653
Y11,380404759.6427902
Y12,351684041.4708496
Y13,325928295.68685
Y14,301734069.61810637
Y15,279039473.61274093
Y16,259017337.1926594
Y17,239824020.92238078
Y18,221910828.1391316
Y19,205054682.90195423
Y20,189335969.6162096
Y21,180143616.42748457
Y22,171363884.19401693
Y23,163012941.57333732
Y24,155068746.58502626
Y25,147591120.8533082
Y26,140562972.2412459
Y27,133869497.37261516
Y28,127494759.40249059
Y29,121423580.38332437
Y30,115641505.1269756
Y31,110134766.78759582
Y32,104890254.08342457
Y33,99895480.07945198
Y34,95138552.45662092
Y35,90432324.96227048
Y36,86122818.73751004
Y37,82021732.13096191
Y38,78115935.36282088
Y39,74396128.91697225
Y40,70853456.11140215
Y41,67479482.01085918
Y42,64266648.5957548
Y43,61206331.99595695
Y44,58291740.513760075
Y45,55515943.34643816
Y46,52872478.84266694
Y47,50354741.75492089
Y48,47956896.90944847
Y49,45673235.15185568
Y50,43498319.19224351
