Year,Actualized cost
Y0,50633370262.529076
Y1,101321597128.70963
Y2,159237450196.89438
Y3,96560146367.64825
Y4,91940771530.8683
Y5,87609067290.73232
Y6,82455797867.62067
Y7,77525820302.89946
Y8,72894037701.19057
Y9,66446858086.219986
Y10,60385005068.95039
Y11,54818329830.318855
Y12,50811313975.162544
Y13,45764406961.35514
Y14,42549155641.366295
Y15,39769390972.72325
Y16,39349062343.86149
Y17,35864535696.372574
Y18,33955966229.774567
Y19,33742025149.450684
Y20,31905445944.39175
Y21,30025891389.218338
Y22,28743310485.86229
Y23,28288819889.761215
Y24,27327711873.867844
Y25,26106978788.971878
Y26,24269767719.23698
Y27,23036018369.360703
Y28,21873675574.418884
Y29,20788515863.316658
Y30,19765853219.248207
Y31,18438366459.565933
Y32,17454038432.54832
Y33,15935171480.31708
Y34,15145540334.609396
Y35,14361197135.588203
Y36,13292079778.004208
Y37,12495158536.208385
Y38,11874250202.039251
Y39,11269042091.77434
Y40,10732061840.18777
Y41,10528106153.263502
Y42,9971435188.911808
Y43,9624774839.28936
Y44,9302000423.734964
Y45,8858560674.909203
Y46,8329205115.97372
Y47,7912786805.605891
Y48,7489080332.316281
Y49,7069301902.488424
Y50,6670010961.3049755
