Year,Actualized cost
Y0,50633370262.48504
Y1,101321597128.58644
Y2,159237450196.76053
Y3,94854347937.96678
Y4,90096265762.31471
Y5,85640730677.18263
Y6,80447662915.21553
Y7,75511357911.90167
Y8,70893244885.7317
Y9,66570144642.83686
Y10,60519292724.65235
Y11,54387607685.35347
Y12,49346923670.61672
Y13,43614489155.640625
Y14,40072880136.35922
Y15,37542195011.4574
Y16,36005106301.69608
Y17,34085082061.43626
Y18,32239437839.761024
Y19,30688171011.338135
Y20,29815791357.444527
Y21,28838207287.20318
Y22,27617085960.397892
Y23,27455627877.75355
Y24,26163979959.951023
Y25,24822858263.70987
Y26,22941544495.62275
Y27,21822818835.568455
Y28,20831340417.143536
Y29,19842856461.239277
Y30,18865511038.78862
Y31,17489271801.954372
Y32,16343242154.797571
Y33,15074023271.354446
Y34,14325550354.921635
Y35,13403459945.443525
Y36,12393339788.35186
Y37,11782361396.099125
Y38,11214648376.095163
Y39,10707239124.426722
Y40,10224644234.022346
Y41,10054838944.246449
Y42,9540780569.426296
Y43,9282100839.232037
Y44,8781316094.296246
Y45,8381094030.481313
Y46,7950644117.619814
Y47,7484785240.278705
Y48,7050628044.840139
Y49,6634280165.507489
Y50,6234239364.796419
