Year,Actualized cost
Y0,50633370262.48504
Y1,101252831953.97218
Y2,159251093036.44073
Y3,85841514776.91037
Y4,82244032718.86792
Y5,78664546014.6792
Y6,74260834967.81618
Y7,69934085258.64767
Y8,63114719663.98607
Y9,58662078666.097466
Y10,54161074199.124405
Y11,46997017693.99103
Y12,44217758263.30275
Y13,41447538514.56203
Y14,38405393375.679665
Y15,35959815196.85082
Y16,34566665033.37257
Y17,32080059671.358955
Y18,29618290895.665154
Y19,27971411440.503593
Y20,27338151718.34901
Y21,26736432483.616646
Y22,25171361104.296066
Y23,24077546460.88158
Y24,23809599392.877186
Y25,22612811905.65211
Y26,20933599534.447502
Y27,20055172867.725246
Y28,18985468906.88394
Y29,18037842413.475018
Y30,16707872978.9394
Y31,15130319917.847551
Y32,14379653018.86573
Y33,13589099367.167713
Y34,12730965215.362867
Y35,12116716309.626284
Y36,11279139253.327433
Y37,10720194713.640217
Y38,10202044077.449385
Y39,9627947315.451439
Y40,9262985768.804419
Y41,9260428528.107218
Y42,8790848497.808334
Y43,8320366743.216102
Y44,7812214443.527599
Y45,7453213496.191783
Y46,6992173951.920009
Y47,6637612726.986832
Y48,6264662439.247837
Y49,5955345737.170934
Y50,5595023828.064905
