Year,Actualized emission
Y0,907372520.5918913
Y1,814752458.4928515
Y2,780911736.8825883
Y3,724285783.7772652
Y4,691782952.2715263
Y5,659384958.0013285
Y6,611248190.0040312
Y7,566966756.5971278
Y8,526597223.5516035
Y9,487285174.07997113
Y10,459525980.1875784
Y11,430434696.67917323
Y12,403290725.45977694
Y13,376956623.28227884
Y14,329432441.0921897
Y15,307143280.13051957
Y16,283983947.0614709
Y17,264605894.35921893
Y18,243680640.6551661
Y19,224066431.55709508
Y20,206839076.9806129
Y21,190191712.28954715
Y22,175824959.2774614
Y23,162388577.67287293
Y24,149766896.97819307
Y25,137129807.0185063
Y26,130034554.77699094
Y27,123037474.5003502
Y28,116663369.13093185
Y29,110617324.87492673
Y30,104889380.85989073
Y31,99895039.02359211
Y32,95134045.45883253
Y33,90572313.02140829
Y34,86333219.05166656
Y35,82154567.89076152
Y36,78256505.8722681
Y37,74530005.59263627
Y38,70980957.70727265
Y39,67600912.10216442
Y40,64376364.41352119
Y41,61306888.65906302
Y42,58385374.645426385
Y43,55606452.67411103
Y44,53066400.73849622
Y45,50633757.54176116
Y46,48265202.5559223
Y47,45778199.592390366
Y48,43571438.482590035
Y49,41602095.13667144
Y50,39632350.35234769
