Year,Actualized cost
Y0,50633370262.52908
Y1,101321597128.70963
Y2,159237450196.89438
Y3,94854347938.07298
Y4,90096265762.39656
Y5,85640730677.24153
Y6,80447662915.24596
Y7,75511357911.90286
Y8,70893244885.70436
Y9,66570144642.781364
Y10,60712100982.24691
Y11,54372058926.08267
Y12,48831219129.13239
Y13,43740608095.99784
Y14,40193892721.84813
Y15,37565992612.96069
Y16,35906556519.6306
Y17,35045122087.99787
Y18,34060653860.517227
Y19,32339938306.23289
Y20,30614461868.38178
Y21,28820065265.959038
Y22,27483302211.991142
Y23,27554791742.597267
Y24,26333321813.56987
Y25,25123015538.677044
Y26,23271246087.71267
Y27,22136191073.883846
Y28,21074789735.62721
Y29,20127961728.86208
Y30,19136754043.577244
Y31,17747601626.483135
Y32,16439971370.515749
Y33,15308642933.296469
Y34,14548937792.302094
Y35,13815238846.010576
Y36,12755334083.74595
Y37,11928406923.637676
Y38,11365138596.70189
Y39,10817779212.77009
Y40,10360923162.478632
Y41,10184630335.772682
Y42,9876002233.469883
Y43,9615297524.193836
Y44,9077138192.97487
Y45,8584957194.30254
Y46,8068456760.266195
Y47,7602711590.977432
Y48,7150298985.250302
Y49,6727627492.993734
Y50,6318686632.979885
