Year,Actualized emission
Y0,529786238.5974308
Y1,492263098.09723014
Y2,528074655.0037656
Y3,506783150.0886637
Y4,530535617.42086446
Y5,536622548.62058175
Y6,510008603.30393356
Y7,488429078.945094
Y8,468321423.9650621
Y9,451653566.7176759
Y10,444455285.615082
Y11,422117521.80461574
Y12,407966939.4771265
Y13,408422893.62107754
Y14,405977632.2693174
Y15,386556569.1162437
Y16,383987539.83171755
Y17,382502782.69615424
Y18,377788884.54432285
Y19,363302079.4315633
Y20,356871355.43718576
Y21,346202060.5388766
Y22,347500493.2124104
Y23,344324280.296482
Y24,346548532.7235121
Y25,339289583.2560412
Y26,347334774.0514296
Y27,359652185.47750986
Y28,370246463.3515274
Y29,378992195.102113
Y30,387638485.78089225
