Year,Actualized emission
Y0,936567587.0902913
Y1,828824095.2819138
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033812
Y6,566814164.0626262
Y7,522668775.2792721
Y8,481617127.9730118
Y9,443728610.4233888
Y10,408894830.73115104
Y11,378067927.4058717
Y12,349632538.5383078
Y13,323644884.6148257
Y14,299232269.4950577
Y15,276738320.4665944
Y16,256283444.10969535
Y17,237419283.72684953
Y18,219890338.19879994
Y19,203390962.64526662
Y20,187703418.38938636
Y21,178695640.24031985
Y22,169999597.1231163
Y23,161726881.85604697
Y24,153859012.2418826
Y25,146447449.47621438
Y26,139473761.40591845
Y27,132832153.71992236
Y28,126506813.0665927
Y29,120482679.11104067
Y30,114745408.6771816
Y31,109281341.59731582
Y32,104077468.1879198
Y33,99121398.27420934
Y34,94401331.68972318
Y35,89787296.74284564
Y36,85460423.862718
Y37,81390879.86925521
Y38,77515123.68500498
Y39,73823927.31905235
Y40,70308502.2086213
Y41,66959364.70726272
Y42,63770823.530726396
Y43,60734117.64831085
Y44,57842016.80791509
Y45,55087635.05515723
Y46,52473968.25650826
Y47,49975207.8633412
Y48,47595436.06032495
Y49,45328986.724119
Y50,43170463.54678
