Year,Actualized cost
Y0,50633370262.52908
Y1,101252831954.09511
Y2,159251093036.57437
Y3,88821641238.95213
Y4,84912185757.23573
Y5,81050475045.88911
Y6,76440094742.89366
Y7,71900302068.53041
Y8,67553894632.390625
Y9,62916708069.36855
Y10,56286269166.69647
Y11,48517485980.06494
Y12,45087731030.54337
Y13,42144163095.83372
Y14,39060056724.71925
Y15,36422188609.906845
Y16,35947436711.87749
Y17,32552345767.962883
Y18,30961857269.06169
Y19,29257815965.298508
Y20,28839407497.407578
Y21,28092142295.19112
Y22,27051659109.974766
Y23,25752550142.9909
Y24,24479231320.94357
Y25,23309294307.618572
Y26,21616456133.730175
Y27,20449485908.968525
Y28,19467041753.726418
Y29,18496486583.601902
Y30,17650296390.804432
Y31,15555485525.022547
Y32,14784572644.746668
Y33,14035801617.227045
Y34,13343046993.940788
Y35,12530968329.79884
Y36,11573727273.159353
Y37,10991119941.804167
Y38,10406881192.308264
Y39,9894409209.975115
Y40,9437927858.985363
Y41,9439219211.534513
Y42,8985421285.952929
Y43,8559366488.093033
Y44,8172186379.161236
Y45,7855609303.386658
Y46,7369078172.132993
Y47,6994207098.856707
Y48,6603516098.636611
Y49,6225209402.681691
Y50,5855039828.559743
