Year,Actualized emission
Y0,936567587.090291
Y1,828893798.3463067
Y2,758188260.5274888
Y3,707364480.5143366
Y4,660413391.6621698
Y5,616651758.9416001
Y6,567757253.2549437
Y7,522624480.93638545
Y8,481194362.33328855
Y9,443342235.0877353
Y10,410118538.87378997
Y11,381764919.61873764
Y12,355378555.5955735
Y13,330697362.6955086
Y14,307698236.27130795
Y15,286564211.5212138
Y16,268674950.9393298
Y17,252164689.83315122
Y18,236583476.62366372
Y19,221652240.56322676
Y20,206660095.02700135
Y21,197269823.85164773
Y22,188096765.9186331
Y23,179343928.72758764
Y24,171019178.67941177
Y25,163067774.42908943
Y26,155302642.31341845
Y27,147907278.3937319
Y28,140864074.660697
Y29,134156261.5816162
Y30,127767868.17296784
Y31,121683683.97425507
Y32,115889222.83262387
Y33,110370688.41202272
Y34,105030924.77307963
Y35,99853487.43284093
Y36,95098559.45984851
Y37,90570056.62842715
Y38,86257196.78897823
Y39,82149711.22759831
Y40,78237820.2167603
Y41,75580039.39306432
Y42,72794640.87472998
Y43,70173762.49891399
Y44,67435615.2054095
Y45,64933566.740082026
Y46,62492978.3755777
Y47,60151810.0710976
Y48,57890502.13855869
Y49,55449355.994882934
Y50,52808910.471317075
