Year,Actualized emission
Y0,907372520.5918913
Y1,814798748.4211105
Y2,780955822.5285493
Y3,688112365.0588503
Y4,656777535.1563807
Y5,627694693.2781807
Y6,582573802.6454637
Y7,540602864.7376349
Y8,502693808.6317342
Y9,464830461.49850124
Y10,436002550.40477765
Y11,406372197.2906884
Y12,379704639.0193248
Y13,354403095.0373706
Y14,331219999.68760216
Y15,309709345.693903
Y16,287820807.68251586
Y17,267236416.28105715
Y18,245871842.8237994
Y19,226557136.3741143
Y20,208982574.5973414
Y21,193734178.90919948
Y22,179172572.893764
Y23,165538959.22957516
Y24,152687404.55656087
Y25,141026709.55583942
Y26,133130633.64318718
Y27,126248649.62800965
Y28,120984828.12572224
Y29,114798380.30949748
Y30,108909753.07206069
Y31,103722254.20955266
Y32,98783099.24719301
Y33,94079142.1401838
Y34,89745578.97822848
Y35,85243581.64782329
Y36,81273653.22538818
Y37,77403479.26227444
Y38,73717599.29740424
Y39,70207237.42609927
Y40,66862284.092474505
Y41,63678365.8023567
Y42,60626282.31463657
Y43,57750609.87661258
Y44,55013875.95886587
Y45,52542779.27685014
Y46,49898933.71316902
Y47,47292093.726858824
Y48,44971056.49461476
Y49,42828687.629718125
Y50,40800213.481873654
