Year,Actualized cost
Y0,50633370262.485054
Y1,101252831953.9722
Y2,159251093036.44073
Y3,88821641238.85556
Y4,84912185757.16107
Y5,81050475045.83655
Y6,76440094742.868
Y7,71847755298.38353
Y8,67610166786.244156
Y9,60942681017.67581
Y10,55715604382.066734
Y11,48485485411.8842
Y12,45303327758.002815
Y13,42350936972.17924
Y14,39137780746.125305
Y15,36644265041.92145
Y16,34797846816.40024
Y17,32506054767.028923
Y18,31220890885.58208
Y19,29683977956.915627
Y20,28245411258.510162
Y21,28139929945.71746
Y22,27081235811.33897
Y23,25896343274.40502
Y24,24453442153.4914
Y25,23274566919.723816
Y26,21755794180.41901
Y27,20582188810.576942
Y28,19593430767.230156
Y29,18697647548.8699
Y30,17458716424.50828
Y31,15664660530.587852
Y32,14871100651.380049
Y33,14068361424.487627
Y34,13315766772.597523
Y35,12394989707.211273
Y36,11679198166.68367
Y37,11102226435.593252
Y38,10502030585.261312
Y39,9995336273.928501
Y40,9578524234.541742
Y41,9511896635.387138
Y42,9110112890.595516
Y43,8612067379.984566
Y44,8162236422.3273735
Y45,7780183423.566654
Y46,7337475495.141051
Y47,7035188127.418552
Y48,6652775410.649288
Y49,6264756111.116909
Y50,5907274571.568513
