Year,Actualized emission
Y0,936567587.090291
Y1,828893798.3463067
Y2,758188260.5274888
Y3,707364480.5143366
Y4,660413391.6621698
Y5,616651758.9416001
Y6,567757253.2549437
Y7,522654739.0352289
Y8,481194362.33328855
Y9,444858905.7884191
Y10,411899067.79288703
Y11,383570560.83567417
Y12,357101970.70598483
Y13,332344030.858966
Y14,309377292.1388265
Y15,288195174.61180884
Y16,269357427.24228114
Y17,251994334.8078643
Y18,233376453.29146945
Y19,216074848.62020427
Y20,199442847.81539643
Y21,187789665.03093734
Y22,176539930.12252602
Y23,165949855.99252927
Y24,156183714.73451203
Y25,146947494.35596237
Y26,139949994.62472606
Y27,133285709.16640578
Y28,126938770.63467215
Y29,120894067.27111635
Y30,115137206.92487271
Y31,109654482.78559305
Y32,104432840.74818385
Y33,99459848.33160366
Y34,94723665.07771777
Y35,90376791.06546788
Y36,86089834.87298705
Y37,81990318.92665432
Y38,78086018.02538507
Y39,74367636.21465245
Y40,70826320.2044309
Y41,68335754.02784654
Y42,65944687.10287058
Y43,63650328.11357913
Y44,61397976.49581577
Y45,59291329.21639836
Y46,57257071.74172518
Y47,55247388.529653214
Y48,53298425.078388296
Y49,50870745.5589524
Y50,48448329.10376419
