Year,Actualized cost
Y0,68121070383.391655
Y1,94954019738.67676
Y2,152014964715.477
Y3,86772063478.76921
Y4,84160681709.19583
Y5,81732919538.5975
Y6,75906861113.35474
Y7,70255253025.00337
Y8,65596892930.51269
Y9,62316689543.72556
Y10,59105444381.01303
Y11,53854533133.408264
Y12,51031181641.97691
Y13,47776083696.29001
Y14,45398447442.82767
Y15,43131702819.09155
Y16,40748518521.47059
Y17,38367514195.336044
Y18,36593862993.50924
Y19,35954363302.990105
Y20,33356171479.176647
Y21,31255089155.20618
Y22,29949104200.56865
Y23,28578393052.896503
Y24,26636589758.026608
Y25,26576018557.913902
Y26,25029573844.341534
Y27,23144304308.113014
Y28,21938277573.96392
Y29,20734095550.76325
Y30,19530947433.795956
Y31,18337792639.60249
Y32,17169381644.164394
Y33,16403789222.291574
Y34,15503382107.911846
Y35,14767292350.222015
Y36,13841628318.173851
Y37,13142801675.664812
Y38,12505366713.491312
Y39,11897075359.193975
Y40,11433162623.151201
Y41,10825602905.553717
Y42,10316194927.626122
Y43,9801720792.414614
Y44,9313222373.092962
Y45,8812554204.757008
Y46,8347212408.475983
Y47,7907329718.366785
Y48,7521496277.529743
Y49,7158298782.359246
Y50,6857064984.328934
