Year,Actualized cost
Y0,50633370262.48504
Y1,101321597128.58644
Y2,159237450196.76053
Y3,99441264336.04892
Y4,94518901814.91026
Y5,89905659528.79355
Y6,84528113661.45627
Y7,79404624926.18301
Y8,74598602427.0758
Y9,70087866226.79128
Y10,63736007432.97671
Y11,57556938733.87536
Y12,51593434592.37252
Y13,46944299641.23225
Y14,42987592982.03875
Y15,39979610462.70584
Y16,38405015658.84912
Y17,36312432171.55757
Y18,34694555221.33108
Y19,33754031115.424606
Y20,31727681196.17391
Y21,30739791797.679413
Y22,29411499886.53911
Y23,28451320150.56552
Y24,27715785419.963707
Y25,26401317223.093105
Y26,24588416092.71307
Y27,23391267975.654472
Y28,22268746342.861
Y29,21219783875.70521
Y30,20220373740.304153
Y31,18779638791.08834
Y32,17832039295.869164
Y33,16486547930.106571
Y34,15440434412.512747
Y35,14351261892.355522
Y36,13484260415.417797
Y37,12753643101.083391
Y38,12139910178.887398
Y39,11555219651.158842
Y40,11036777284.927431
Y41,10664781179.512085
Y42,10162098055.540642
Y43,9779145929.82579
Y44,9477889919.087286
Y45,9094838802.89425
Y46,8548306552.41469
Y47,8127262299.990229
Y48,7686898988.103902
Y49,7275123661.305628
Y50,6887377458.668596
