Year,Actualized emission
Y0,936567587.0902913
Y1,828824095.2819138
Y2,758120757.3341782
Y3,708390292.4087493
Y4,661708819.0509273
Y5,617649670.4847932
Y6,569075457.2303184
Y7,524692366.71493465
Y8,483316368.16485745
Y9,445169351.02806115
Y10,410760577.2513099
Y11,379834389.30033493
Y12,352512917.0761923
Y13,327462258.1895301
Y14,304636201.97852635
Y15,283441357.0155824
Y16,262618024.68646038
Y17,243099424.8439679
Y18,224701401.83403566
Y19,207054429.8848526
Y20,190620865.08340678
Y21,179869430.90572476
Y22,169709695.9806035
Y23,159877742.56000078
Y24,150127024.5748596
Y25,140982991.81369224
Y26,134269516.01304024
Y27,127875729.53622879
Y28,121786409.08212265
Y29,115987056.26868825
Y30,110463863.11303644
Y31,105203679.15527277
Y32,100193980.14787884
Y33,95422838.23607507
Y34,90878893.55816673
Y35,86633629.76405229
Y36,82508218.82290693
Y37,78579256.02181613
Y38,74837386.68744393
Y39,71273701.60708944
Y40,67879715.81627566
Y41,65307964.8915355
Y42,62872380.22604772
Y43,60466708.689758785
Y44,58227666.65700234
Y45,55655264.28084638
Y46,53702603.37597791
Y47,51870608.021720536
Y48,50092993.119797535
Y49,48367054.44884747
Y50,46396315.79563319
