Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.76053
Y3,135582686858.18224
Y4,127784559241.70003
Y5,120507792423.54326
Y6,112753036601.0153
Y7,105460645073.65723
Y8,98699687103.11464
Y9,92425993457.38144
Y10,86079059838.31096
Y11,77590614799.1676
Y12,70093943257.71538
Y13,64298349877.37882
Y14,59738215312.39789
Y15,55710275145.340164
Y16,52614279204.52822
Y17,50814990107.96173
Y18,47739912724.44541
Y19,45642259340.88549
Y20,42822772269.38135
Y21,41401373955.25465
Y22,39885679265.01292
Y23,38431307863.62705
Y24,37026162644.31311
Y25,35675542285.47818
Y26,33580243064.213013
Y27,31954897061.476685
Y28,30424109383.112576
Y29,28932302722.2331
Y30,27521805879.745934
Y31,25733367514.61411
Y32,24454625818.825737
Y33,23235564101.917313
Y34,22075633463.32118
Y35,20828639785.565777
Y36,19536516820.88249
Y37,18479085578.841656
Y38,17569265923.570198
Y39,16703198481.055689
Y40,15884271991.53467
Y41,15418831450.061024
Y42,14775010616.36704
Y43,13965979298.921051
Y44,13250295942.753834
Y45,12528034952.31186
Y46,11853442583.34616
Y47,11237452376.281372
Y48,10635745457.957499
Y49,10053721438.907093
Y50,9500994945.415339
