Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819138
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033812
Y6,566814164.0626262
Y7,522668775.2792722
Y8,481617127.9730118
Y9,443728610.4233888
Y10,408894830.7311511
Y11,378070021.35353714
Y12,349640467.6363817
Y13,323678422.11154735
Y14,299257193.8178149
Y15,276763372.35392815
Y16,253913585.81560996
Y17,233134273.42962626
Y18,213957118.360188
Y19,195660958.4665839
Y20,178615332.8398118
Y21,167651988.73976213
Y22,157321248.68498042
Y23,147607773.16674253
Y24,138474768.34543723
Y25,129879384.00103837
Y26,123694651.42956036
Y27,117804429.93291464
Y28,112194695.17420441
Y29,106852090.64209944
Y30,101763895.84961851
Y31,96917996.04725572
Y32,92302853.37833877
Y33,87907479.40794168
Y34,83721408.95994446
Y35,79734675.1999471
Y36,75937785.9047115
Y37,72321700.86163001
Y38,68877810.34440953
Y39,65597914.61372336
Y40,62474204.394022234
Y41,59498731.22213501
Y42,56665458.30679525
Y43,53967103.149328806
Y44,51397241.09459886
Y45,48949753.42342748
Y46,46618812.78421665
Y47,44408066.515813984
Y48,42293396.681727596
Y49,40279425.41116914
Y50,38361357.534446806
