Year,Actualized cost
Y0,50633370262.485054
Y1,101252831953.97218
Y2,159251093036.44073
Y3,87388570681.43134
Y4,83632577235.0371
Y5,79909535847.31743
Y6,75386501002.38492
Y7,70979343805.9684
Y8,65639642637.52391
Y9,59587703082.33336
Y10,54920945775.75126
Y11,48010545313.89118
Y12,44895390404.10104
Y13,41853647443.54358
Y14,38780220752.54451
Y15,36303184260.54504
Y16,34714980461.26836
Y17,32537858548.79345
Y18,29985179171.406303
Y19,28885839081.244415
Y20,27859371988.037354
Y21,27808870233.224453
Y22,26476159207.604855
Y23,25296911743.478283
Y24,24056632125.223907
Y25,22881457624.39061
Y26,21401891934.668877
Y27,20356483063.23143
Y28,19272430997.842266
Y29,18311139642.959095
Y30,17015682596.847998
Y31,15378208561.370535
Y32,14615737441.268562
Y33,13813941674.218025
Y34,13010396879.204527
Y35,12184183946.397995
Y36,11462757900.046167
Y37,10897377333.664783
Y38,10374056437.924658
Y39,9811455510.954607
Y40,9414372347.804356
Y41,9354540602.308212
Y42,8929792282.043299
Y43,8476329637.007433
Y44,7989528906.732189
Y45,7608400293.917415
Y46,7186484219.96711
Y47,6855338662.59019
Y48,6482347218.927472
Y49,6112366553.99265
Y50,5749777624.710816
