Year,Actualized emission
Y0,936567587.090291
Y1,828893798.3463067
Y2,758188260.5274888
Y3,707364480.5143366
Y4,660413391.6621698
Y5,616651758.9416001
Y6,567773138.7568363
Y7,522639609.9858072
Y8,482233433.9748912
Y9,446269154.1159939
Y10,413351077.8430473
Y11,384952130.2615133
Y12,358420373.8209125
Y13,333662476.4839136
Y14,310639052.61096555
Y15,289425728.67194223
Y16,270392327.303599
Y17,252578084.2925639
Y18,235438286.63654643
Y19,218536999.72245526
Y20,201890228.4496769
Y21,190165677.29057416
Y22,179040545.8283864
Y23,168561836.14908582
Y24,158675111.1879309
Y25,149329133.95425943
Y26,142218222.8135804
Y27,135445926.4891242
Y28,128996120.46583255
Y29,122853448.06269768
Y30,117003283.86923587
Y31,111431698.92308179
Y32,106125427.54579216
Y33,101071835.7578973
Y34,96258891.19799742
Y35,91841981.29625891
Y36,87489527.58395237
Y37,83339150.43135694
Y38,79395449.21856454
Y39,75614713.54149003
Y40,72014012.89665717
Y41,69536274.8622142
Y42,67240550.65202153
Y43,64806321.33562574
Y44,62463569.9044404
Y45,60292854.754115656
Y46,58187855.1365295
Y47,56088349.131565735
Y48,53823280.98705311
Y49,51260267.60671725
Y50,48819302.48258785
