Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819138
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033813
Y6,569912582.6965841
Y7,525541138.8595514
Y8,484354690.8077239
Y9,446003987.3978552
Y10,411055146.86620796
Y11,380200345.11785144
Y12,351664088.0452977
Y13,325635520.3928833
Y14,301149217.3370296
Y15,278472427.7372142
Y16,258124016.69044486
Y17,239025762.1797882
Y18,220008168.4702289
Y19,203456169.5627733
Y20,189011378.8915819
Y21,178929870.70947537
Y22,170198838.59852353
Y23,161916360.19334632
Y24,154039467.80121523
Y25,146621195.36747992
Y26,139639233.6833142
Y27,132989746.36506118
Y28,126656901.30005823
Y29,120625620.28576975
Y30,114881543.12930456
Y31,109410993.45648052
Y32,104200946.14902903
Y33,99238996.3324086
Y34,94513329.84038915
Y35,89893969.78836474
Y36,85557149.94608173
Y37,81482999.94864926
Y38,77602857.09395167
Y39,73907482.94662063
Y40,70388078.99678154
Y41,67036265.71122052
Y42,63844062.58211479
Y43,60803869.1258236
Y44,57908446.78649866
Y45,55150901.70142729
Y46,52550549.50844467
Y47,50048142.3889949
Y48,47664897.513328485
Y49,45395140.48888428
Y50,43233467.13227073
