Year,Actualized cost
Y0,50633370262.52908
Y1,101321597128.70963
Y2,159237450196.89438
Y3,136932114802.31468
Y4,129287528232.08733
Y5,122161577598.16971
Y6,114427859386.85672
Y7,107123977688.86583
Y8,100359255208.02342
Y9,94086224161.96889
Y10,87696074151.1043
Y11,78867349681.07922
Y12,71618365475.44272
Y13,66028482067.82479
Y14,61454427661.69781
Y15,57404841412.90096
Y16,54806126680.90122
Y17,53525885578.33888
Y18,50574853186.91472
Y19,48244018631.40365
Y20,46439748711.801674
Y21,43988134888.99401
Y22,43187651750.94363
Y23,41906488504.22005
Y24,40633157093.55314
Y25,39415928169.28212
Y26,36944619600.3986
Y27,35159779917.00865
Y28,33476493811.420567
Y29,31839170783.086422
Y30,30290937976.094666
Y31,28369444564.568027
Y32,26965735396.601173
Y33,25627187171.617485
Y34,24353240651.471188
Y35,23124228718.672592
Y36,21519518489.675976
Y37,20402118714.86731
Y38,19411587534.197113
Y39,18457689362.46712
Y40,17555637031.582775
Y41,17110917022.012543
Y42,16393234216.406172
Y43,15508154459.397257
Y44,14651028922.604511
Y45,13896836403.432589
Y46,13133529995.644428
Y47,12473719524.288101
Y48,11794445004.442028
Y49,11149748669.192532
Y50,10536514850.875797
