Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.7605
Y3,136932114802.2076
Y4,129287528232.00468
Y5,122161577598.10997
Y6,114427859386.82576
Y7,107123977688.86417
Y8,100359255208.05031
Y9,94086224162.02391
Y10,87696074151.1849
Y11,78867349681.16653
Y12,71618365475.5352
Y13,66028482067.920494
Y14,61454427661.79634
Y15,57404841413.00177
Y16,54224566723.09785
Y17,52163833626.22705
Y18,49915796979.97507
Y19,47170347529.251755
Y20,43799160782.448
Y21,42645805036.4057
Y22,41087357498.90997
Y23,39584774273.41115
Y24,38133648361.54355
Y25,36738988617.3332
Y26,34593190426.13113
Y27,32919863993.15824
Y28,31343314420.823288
Y29,29807365459.46809
Y30,28354558913.83329
Y31,26527038277.932144
Y32,25210702659.575012
Y33,23955785301.313286
Y34,22761268015.246304
Y35,21481123577.97921
Y36,20071085360.685387
Y37,19071491567.429523
Y38,18133578078.942238
Y39,17240411093.123905
Y40,16395510116.087172
Y41,15909053419.3079
Y42,15163400097.420296
Y43,14464772841.193005
Y44,13692365660.458923
Y45,12947960364.88757
Y46,12237229856.932138
Y47,11605282002.0531
Y48,10983502541.496393
Y49,10384192812.701853
Y50,9815578788.93476
