Year_name,,NG_supply,SFF_supply,OP_supply,BW_supply,Geo_PP,Solar_PV_PP,Wind_PP,Small_Hydro_PP,Large_Hydro_PP
2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8268.208332999999,92620.0
2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8266.208332999999,81610.0
2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8270.208332999999,75600.0
2015,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8269.208332999999,74600.0
2015,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8272.208332999999,76600.0
2015,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8271.208332999999,74600.0
2015,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8259.208332999999,90600.0
2015,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8258.208332999999,92120.0
2015,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8257.208332999999,121120.0
2015,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8257.208332999999,160120.0
2015,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8257.208332999999,164120.0
2015,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8253.208332999999,160480.0
2015,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8297.208332999999,153480.0
2015,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8297.208332999999,152640.0
2015,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8297.208332999999,139640.0
2015,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8296.208332999999,131640.0
2015,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8295.208332999999,101640.0
2015,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8293.208332999999,78570.0
2015,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8293.208332999999,100500.0
2015,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8265.208332999999,244679.99999999997
2015,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8267.208332999999,249680.0
2015,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8267.208332999999,215700.00000000003
2015,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8267.208332999999,122700.0
2015,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8267.208332999999,78640.0
2015,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7982.0,74520.0
2015,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7982.0,77520.0
2015,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7983.0,73520.0
2015,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7981.0,73520.0
2015,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7980.0,74520.0
2015,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7980.0,72520.0
2015,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7985.0,91520.0
2015,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7994.0,188379.99999999997
2015,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7995.0,276520.0
2015,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7996.0,302680.0
2015,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7996.0,311680.0
2015,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7996.0,313680.0
2015,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7978.0,318680.0
2015,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7976.0,297680.0
2015,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7974.000000000002,220579.99999999997
2015,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7974.000000000002,237580.0
2015,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7972.0,214580.0
2015,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7972.0,197580.0
2015,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7976.0,218580.0
2015,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7976.0,327280.0
2015,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975.0,306280.0
2015,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7976.0,282280.0
2015,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7976.0,209280.00000000003
2015,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7976.0,107600.00000000001
2015,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7988.0416669999995,76480.0
2015,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7988.0416669999995,80480.0
2015,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7988.0416669999995,74480.0
2015,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7989.0416669999995,73480.0
2015,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7989.0416669999995,74480.0
2015,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7990.0416669999995,78480.0
2015,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7994.0416669999995,75640.0
2015,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7992.0416669999995,148640.0
2015,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7991.0416669999995,208640.0
2015,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7991.0416669999995,235639.99999999997
2015,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7991.0416669999995,233640.0
2015,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7983.0416669999995,248980.00000000006
2015,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7984.0416669999995,248980.00000000006
2015,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7985.0416669999995,233640.0
2015,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7985.0416669999995,188640.0
2015,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7984.0416669999995,160640.0
2015,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7983.0416669999995,155640.0
2015,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7985.0416669999995,154740.0
2015,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7993.0416669999995,195739.99999999997
2015,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7993.0416669999995,350660.0
2015,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7994.0416669999995,336660.0
2015,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7992.0416669999995,295040.0
2015,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7990.0416669999995,162940.0
2015,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7989.0416669999995,79920.0
2015,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7596.7916669999995,72920.0
