,Datetime,Region,Technology,Tech category,Value
0,2020,reg1,Oil_supply,Supply,10000000000.0
1,2021,reg1,Oil_supply,Supply,10000000000.0
2,2022,reg1,Oil_supply,Supply,10000000000.0
3,2023,reg1,Oil_supply,Supply,10000000000.0
4,2024,reg1,Oil_supply,Supply,10000000000.0
5,2025,reg1,Oil_supply,Supply,10000000000.0
6,2026,reg1,Oil_supply,Supply,10000000000.0
7,2027,reg1,Oil_supply,Supply,10000000000.0
8,2028,reg1,Oil_supply,Supply,10000000000.0
9,2029,reg1,Oil_supply,Supply,10000000000.0
10,2030,reg1,Oil_supply,Supply,10000000000.0
11,2031,reg1,Oil_supply,Supply,10000000000.0
12,2032,reg1,Oil_supply,Supply,10000000000.0
13,2033,reg1,Oil_supply,Supply,10000000000.0
14,2034,reg1,Oil_supply,Supply,10000000000.0
15,2035,reg1,Oil_supply,Supply,10000000000.0
16,2036,reg1,Oil_supply,Supply,10000000000.0
17,2037,reg1,Oil_supply,Supply,10000000000.0
18,2038,reg1,Oil_supply,Supply,10000000000.0
19,2039,reg1,Oil_supply,Supply,10000000000.0
20,2040,reg1,Oil_supply,Supply,10000000000.0
21,2041,reg1,Oil_supply,Supply,10000000000.0
22,2042,reg1,Oil_supply,Supply,10000000000.0
23,2043,reg1,Oil_supply,Supply,10000000000.0
24,2044,reg1,Oil_supply,Supply,10000000000.0
25,2045,reg1,Oil_supply,Supply,10000000000.0
26,2046,reg1,Oil_supply,Supply,10000000000.0
27,2047,reg1,Oil_supply,Supply,10000000000.0
28,2048,reg1,Oil_supply,Supply,10000000000.0
29,2049,reg1,Oil_supply,Supply,10000000000.0
30,2050,reg1,Oil_supply,Supply,10000000000.0
31,2020,reg1,NG_supply,Supply,10000000000.0
32,2021,reg1,NG_supply,Supply,10000000000.0
33,2022,reg1,NG_supply,Supply,10000000000.0
34,2023,reg1,NG_supply,Supply,10000000000.0
35,2024,reg1,NG_supply,Supply,10000000000.0
36,2025,reg1,NG_supply,Supply,10000000000.0
37,2026,reg1,NG_supply,Supply,10000000000.0
38,2027,reg1,NG_supply,Supply,10000000000.0
39,2028,reg1,NG_supply,Supply,10000000000.0
40,2029,reg1,NG_supply,Supply,10000000000.0
41,2030,reg1,NG_supply,Supply,10000000000.0
42,2031,reg1,NG_supply,Supply,10000000000.0
43,2032,reg1,NG_supply,Supply,10000000000.0
44,2033,reg1,NG_supply,Supply,10000000000.0
45,2034,reg1,NG_supply,Supply,10000000000.0
46,2035,reg1,NG_supply,Supply,10000000000.0
47,2036,reg1,NG_supply,Supply,10000000000.0
48,2037,reg1,NG_supply,Supply,10000000000.0
49,2038,reg1,NG_supply,Supply,10000000000.0
50,2039,reg1,NG_supply,Supply,10000000000.0
51,2040,reg1,NG_supply,Supply,10000000000.0
52,2041,reg1,NG_supply,Supply,10000000000.0
53,2042,reg1,NG_supply,Supply,10000000000.0
54,2043,reg1,NG_supply,Supply,10000000000.0
55,2044,reg1,NG_supply,Supply,10000000000.0
56,2045,reg1,NG_supply,Supply,10000000000.0
57,2046,reg1,NG_supply,Supply,10000000000.0
58,2047,reg1,NG_supply,Supply,10000000000.0
59,2048,reg1,NG_supply,Supply,10000000000.0
60,2049,reg1,NG_supply,Supply,10000000000.0
61,2050,reg1,NG_supply,Supply,10000000000.0
62,2020,reg1,SFF_supply,Supply,10000000000.0
63,2021,reg1,SFF_supply,Supply,10000000000.0
64,2022,reg1,SFF_supply,Supply,10000000000.0
65,2023,reg1,SFF_supply,Supply,10000000000.0
66,2024,reg1,SFF_supply,Supply,10000000000.0
67,2025,reg1,SFF_supply,Supply,10000000000.0
68,2026,reg1,SFF_supply,Supply,10000000000.0
69,2027,reg1,SFF_supply,Supply,10000000000.0
70,2028,reg1,SFF_supply,Supply,10000000000.0
71,2029,reg1,SFF_supply,Supply,10000000000.0
72,2030,reg1,SFF_supply,Supply,10000000000.0
73,2031,reg1,SFF_supply,Supply,10000000000.0
74,2032,reg1,SFF_supply,Supply,10000000000.0
75,2033,reg1,SFF_supply,Supply,10000000000.0
76,2034,reg1,SFF_supply,Supply,10000000000.0
77,2035,reg1,SFF_supply,Supply,10000000000.0
78,2036,reg1,SFF_supply,Supply,10000000000.0
79,2037,reg1,SFF_supply,Supply,10000000000.0
80,2038,reg1,SFF_supply,Supply,10000000000.0
81,2039,reg1,SFF_supply,Supply,10000000000.0
82,2040,reg1,SFF_supply,Supply,10000000000.0
83,2041,reg1,SFF_supply,Supply,10000000000.0
84,2042,reg1,SFF_supply,Supply,10000000000.0
85,2043,reg1,SFF_supply,Supply,10000000000.0
86,2044,reg1,SFF_supply,Supply,10000000000.0
87,2045,reg1,SFF_supply,Supply,10000000000.0
88,2046,reg1,SFF_supply,Supply,10000000000.0
89,2047,reg1,SFF_supply,Supply,10000000000.0
90,2048,reg1,SFF_supply,Supply,10000000000.0
91,2049,reg1,SFF_supply,Supply,10000000000.0
92,2050,reg1,SFF_supply,Supply,10000000000.0
93,2020,reg1,OP_supply,Supply,10000000000.0
94,2021,reg1,OP_supply,Supply,10000000000.0
95,2022,reg1,OP_supply,Supply,10000000000.0
96,2023,reg1,OP_supply,Supply,10000000000.0
97,2024,reg1,OP_supply,Supply,10000000000.0
98,2025,reg1,OP_supply,Supply,10000000000.0
99,2026,reg1,OP_supply,Supply,10000000000.0
100,2027,reg1,OP_supply,Supply,10000000000.0
101,2028,reg1,OP_supply,Supply,10000000000.0
102,2029,reg1,OP_supply,Supply,10000000000.0
103,2030,reg1,OP_supply,Supply,10000000000.0
104,2031,reg1,OP_supply,Supply,10000000000.0
105,2032,reg1,OP_supply,Supply,10000000000.0
106,2033,reg1,OP_supply,Supply,10000000000.0
107,2034,reg1,OP_supply,Supply,10000000000.0
108,2035,reg1,OP_supply,Supply,10000000000.0
109,2036,reg1,OP_supply,Supply,10000000000.0
110,2037,reg1,OP_supply,Supply,10000000000.0
111,2038,reg1,OP_supply,Supply,10000000000.0
112,2039,reg1,OP_supply,Supply,10000000000.0
113,2040,reg1,OP_supply,Supply,10000000000.0
114,2041,reg1,OP_supply,Supply,10000000000.0
115,2042,reg1,OP_supply,Supply,10000000000.0
116,2043,reg1,OP_supply,Supply,10000000000.0
117,2044,reg1,OP_supply,Supply,10000000000.0
118,2045,reg1,OP_supply,Supply,10000000000.0
119,2046,reg1,OP_supply,Supply,10000000000.0
120,2047,reg1,OP_supply,Supply,10000000000.0
121,2048,reg1,OP_supply,Supply,10000000000.0
122,2049,reg1,OP_supply,Supply,10000000000.0
123,2050,reg1,OP_supply,Supply,10000000000.0
124,2020,reg1,BW_supply,Supply,10000000000.0
125,2021,reg1,BW_supply,Supply,10000000000.0
126,2022,reg1,BW_supply,Supply,10000000000.0
127,2023,reg1,BW_supply,Supply,10000000000.0
128,2024,reg1,BW_supply,Supply,10000000000.0
129,2025,reg1,BW_supply,Supply,10000000000.0
130,2026,reg1,BW_supply,Supply,10000000000.0
131,2027,reg1,BW_supply,Supply,10000000000.0
132,2028,reg1,BW_supply,Supply,10000000000.0
133,2029,reg1,BW_supply,Supply,10000000000.0
134,2030,reg1,BW_supply,Supply,10000000000.0
135,2031,reg1,BW_supply,Supply,10000000000.0
136,2032,reg1,BW_supply,Supply,10000000000.0
137,2033,reg1,BW_supply,Supply,10000000000.0
138,2034,reg1,BW_supply,Supply,10000000000.0
139,2035,reg1,BW_supply,Supply,10000000000.0
140,2036,reg1,BW_supply,Supply,10000000000.0
141,2037,reg1,BW_supply,Supply,10000000000.0
142,2038,reg1,BW_supply,Supply,10000000000.0
143,2039,reg1,BW_supply,Supply,10000000000.0
144,2040,reg1,BW_supply,Supply,10000000000.0
145,2041,reg1,BW_supply,Supply,10000000000.0
146,2042,reg1,BW_supply,Supply,10000000000.0
147,2043,reg1,BW_supply,Supply,10000000000.0
148,2044,reg1,BW_supply,Supply,10000000000.0
149,2045,reg1,BW_supply,Supply,10000000000.0
150,2046,reg1,BW_supply,Supply,10000000000.0
151,2047,reg1,BW_supply,Supply,10000000000.0
152,2048,reg1,BW_supply,Supply,10000000000.0
153,2049,reg1,BW_supply,Supply,10000000000.0
154,2050,reg1,BW_supply,Supply,10000000000.0
155,2020,reg1,Geo_PP,Supply,0.869
156,2021,reg1,Geo_PP,Supply,0.8792
157,2022,reg1,Geo_PP,Supply,0.8894
158,2023,reg1,Geo_PP,Supply,0.8996
159,2024,reg1,Geo_PP,Supply,0.9097999999999999
160,2025,reg1,Geo_PP,Supply,0.92
161,2026,reg1,Geo_PP,Supply,0.926
162,2027,reg1,Geo_PP,Supply,0.932
163,2028,reg1,Geo_PP,Supply,0.9380000000000001
164,2029,reg1,Geo_PP,Supply,0.9440000000000001
165,2030,reg1,Geo_PP,Supply,0.95
166,2031,reg1,Geo_PP,Supply,0.95
167,2032,reg1,Geo_PP,Supply,0.95
168,2033,reg1,Geo_PP,Supply,0.95
169,2034,reg1,Geo_PP,Supply,0.95
170,2035,reg1,Geo_PP,Supply,0.95
171,2036,reg1,Geo_PP,Supply,0.95
172,2037,reg1,Geo_PP,Supply,0.95
173,2038,reg1,Geo_PP,Supply,0.95
174,2039,reg1,Geo_PP,Supply,0.95
175,2040,reg1,Geo_PP,Supply,0.95
176,2041,reg1,Geo_PP,Supply,0.9499999999999997
177,2042,reg1,Geo_PP,Supply,0.9499999999999997
178,2043,reg1,Geo_PP,Supply,0.9499999999999997
179,2044,reg1,Geo_PP,Supply,0.9499999999999997
180,2045,reg1,Geo_PP,Supply,0.9499999999999997
181,2046,reg1,Geo_PP,Supply,0.9499999999999997
182,2047,reg1,Geo_PP,Supply,0.9499999999999997
183,2048,reg1,Geo_PP,Supply,0.9499999999999997
184,2049,reg1,Geo_PP,Supply,0.9499999999999997
185,2050,reg1,Geo_PP,Supply,0.9499999999999997
186,2020,reg1,Solar_PV_PP,Supply,21.65
187,2021,reg1,Solar_PV_PP,Supply,24.955575190718548
188,2022,reg1,Solar_PV_PP,Supply,29.08957519071855
189,2023,reg1,Solar_PV_PP,Supply,28.22357519071855
190,2024,reg1,Solar_PV_PP,Supply,27.35757519071855
191,2025,reg1,Solar_PV_PP,Supply,31.33
192,2026,reg1,Solar_PV_PP,Supply,35.464
193,2027,reg1,Solar_PV_PP,Supply,39.598
194,2028,reg1,Solar_PV_PP,Supply,43.732
195,2029,reg1,Solar_PV_PP,Supply,47.866
196,2030,reg1,Solar_PV_PP,Supply,52.0
197,2031,reg1,Solar_PV_PP,Supply,52.0
198,2032,reg1,Solar_PV_PP,Supply,52.0
199,2033,reg1,Solar_PV_PP,Supply,52.0
200,2034,reg1,Solar_PV_PP,Supply,52.0
201,2035,reg1,Solar_PV_PP,Supply,52.0
202,2036,reg1,Solar_PV_PP,Supply,52.0
203,2037,reg1,Solar_PV_PP,Supply,52.0
204,2038,reg1,Solar_PV_PP,Supply,52.0
205,2039,reg1,Solar_PV_PP,Supply,52.0
206,2040,reg1,Solar_PV_PP,Supply,52.0
207,2041,reg1,Solar_PV_PP,Supply,52.0
208,2042,reg1,Solar_PV_PP,Supply,52.0
209,2043,reg1,Solar_PV_PP,Supply,52.0
210,2044,reg1,Solar_PV_PP,Supply,52.0
211,2045,reg1,Solar_PV_PP,Supply,52.0
212,2046,reg1,Solar_PV_PP,Supply,52.0
213,2047,reg1,Solar_PV_PP,Supply,52.0
214,2048,reg1,Solar_PV_PP,Supply,52.0
215,2049,reg1,Solar_PV_PP,Supply,56.83842480928145
216,2050,reg1,Solar_PV_PP,Supply,52.0
217,2020,reg1,Wind_PP,Supply,10.8706
218,2021,reg1,Wind_PP,Supply,11.886479999999999
219,2022,reg1,Wind_PP,Supply,12.902359999999998
220,2023,reg1,Wind_PP,Supply,13.918239999999997
221,2024,reg1,Wind_PP,Supply,14.934119999999997
222,2025,reg1,Wind_PP,Supply,15.95
223,2026,reg1,Wind_PP,Supply,16.62
224,2027,reg1,Wind_PP,Supply,17.290000000000003
225,2028,reg1,Wind_PP,Supply,17.960000000000004
226,2029,reg1,Wind_PP,Supply,18.630000000000006
227,2030,reg1,Wind_PP,Supply,19.3
228,2031,reg1,Wind_PP,Supply,19.3
229,2032,reg1,Wind_PP,Supply,19.3
230,2033,reg1,Wind_PP,Supply,19.3
231,2034,reg1,Wind_PP,Supply,19.3
232,2035,reg1,Wind_PP,Supply,19.3
233,2036,reg1,Wind_PP,Supply,19.3
234,2037,reg1,Wind_PP,Supply,19.3
235,2038,reg1,Wind_PP,Supply,19.300000000000004
236,2039,reg1,Wind_PP,Supply,19.3
237,2040,reg1,Wind_PP,Supply,19.300000000000004
238,2041,reg1,Wind_PP,Supply,19.300000000000004
239,2042,reg1,Wind_PP,Supply,19.300000000000004
240,2043,reg1,Wind_PP,Supply,19.300000000000004
241,2044,reg1,Wind_PP,Supply,19.300000000000004
242,2045,reg1,Wind_PP,Supply,19.300000000000004
243,2046,reg1,Wind_PP,Supply,19.3
244,2047,reg1,Wind_PP,Supply,19.3
245,2048,reg1,Wind_PP,Supply,19.299999999999997
246,2049,reg1,Wind_PP,Supply,19.299999999999997
247,2050,reg1,Wind_PP,Supply,19.3
248,2020,reg1,Hydro_PP,Supply,12.886363636363637
249,2021,reg1,Hydro_PP,Supply,12.956818181818182
250,2022,reg1,Hydro_PP,Supply,13.027272727272727
251,2023,reg1,Hydro_PP,Supply,12.939894069578802
252,2024,reg1,Hydro_PP,Supply,12.95773754731719
253,2025,reg1,Hydro_PP,Supply,12.975581025055579
254,2026,reg1,Hydro_PP,Supply,12.993424502793967
255,2027,reg1,Hydro_PP,Supply,13.011267980532356
256,2028,reg1,Hydro_PP,Supply,13.029111458270744
257,2029,reg1,Hydro_PP,Supply,13.046954936009133
258,2030,reg1,Hydro_PP,Supply,13.064798413747521
259,2031,reg1,Hydro_PP,Supply,13.064798413747521
260,2032,reg1,Hydro_PP,Supply,13.064798413747521
261,2033,reg1,Hydro_PP,Supply,13.064798413747521
262,2034,reg1,Hydro_PP,Supply,13.064798413747521
263,2035,reg1,Hydro_PP,Supply,13.064798413747521
264,2036,reg1,Hydro_PP,Supply,13.064798413747521
265,2037,reg1,Hydro_PP,Supply,13.064798413747521
266,2038,reg1,Hydro_PP,Supply,13.064798413747521
267,2039,reg1,Hydro_PP,Supply,13.064798413747521
268,2040,reg1,Hydro_PP,Supply,13.064798413747521
269,2041,reg1,Hydro_PP,Supply,13.064798413747521
270,2042,reg1,Hydro_PP,Supply,13.064798413747521
271,2043,reg1,Hydro_PP,Supply,13.064798413747521
272,2044,reg1,Hydro_PP,Supply,13.135252959202067
273,2045,reg1,Hydro_PP,Supply,13.205707504656612
274,2046,reg1,Hydro_PP,Supply,13.276162050111157
275,2047,reg1,Hydro_PP,Supply,13.064798413747521
276,2048,reg1,Hydro_PP,Supply,13.064798413747521
277,2049,reg1,Hydro_PP,Supply,13.064798413747521
278,2050,reg1,Hydro_PP,Supply,13.064798413747521
279,2020,reg1,Pump_hydro_PP,Supply,6.013636363636363
280,2021,reg1,Pump_hydro_PP,Supply,6.313181818181818
281,2022,reg1,Pump_hydro_PP,Supply,6.612727272727272
282,2023,reg1,Pump_hydro_PP,Supply,6.912272727272727
283,2024,reg1,Pump_hydro_PP,Supply,7.211818181818182
284,2025,reg1,Pump_hydro_PP,Supply,7.511363636363637
285,2026,reg1,Pump_hydro_PP,Supply,7.8109090909090915
286,2027,reg1,Pump_hydro_PP,Supply,8.110454545454546
287,2028,reg1,Pump_hydro_PP,Supply,8.41
