Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.7605
Y3,126924824897.46193
Y4,120035787871.27225
Y5,113605411114.80249
Y6,106513421137.49373
Y7,99797633336.4918
Y8,93561496303.7929
Y9,87763678938.7599
Y10,81812747410.23668
Y11,72968335206.7616
Y12,66372176323.97964
Y13,61657045005.43111
Y14,57030846080.49243
Y15,53286355892.08265
Y16,50341261302.38305
Y17,47771199790.32532
Y18,46663114060.055336
Y19,43790883837.09888
Y20,41298174008.42026
Y21,39893659836.16465
Y22,37977884511.63391
Y23,36517734166.73382
Y24,35108785032.43263
Y25,33765568990.580338
Y26,31767842998.87917
Y27,30228795283.4812
Y28,28780940957.546345
Y29,27366614168.747215
Y30,26030721611.793953
Y31,24313304639.3159
Y32,23102179909.778538
Y33,21948098644.571384
Y34,20848875513.124836
Y35,19660336245.21593
Y36,18336567129.238125
Y37,17419408820.369965
Y38,16560503049.315382
Y39,15742001527.153648
Y40,14968875597.292831
Y41,14550012998.752373
Y42,13798732566.258204
Y43,13236697653.63596
Y44,12503030301.628836
Y45,11847498878.497423
Y46,11204995448.507217
Y47,10583072359.63637
Y48,10017164629.439587
Y49,9464721881.035086
Y50,8939972330.75707
