Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819138
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033813
Y6,569912582.6965841
Y7,525541138.8595514
Y8,484354690.8077239
Y9,445945892.4261639
Y10,410990288.89368814
Y11,380285037.78620404
Y12,351785862.6592382
Y13,325755249.96149915
Y14,301341678.89967626
Y15,278656339.1121356
Y16,255636256.8613069
Y17,235257738.66060624
Y18,215555701.56409723
Y19,197067303.39426935
Y20,180035346.988352
Y21,168831211.64459532
Y22,158412513.86984092
Y23,148618027.25096202
Y24,139407914.7782315
Y25,130738010.89087446
Y26,124512391.32464233
Y27,118583229.83299272
Y28,112936409.36475495
Y29,107558485.10929042
Y30,102436652.4850385
Y31,97558716.65241762
Y32,92913063.47849296
Y33,88488631.884279
Y34,84274887.50883715
Y35,80261797.62746394
Y36,76439807.26425137
Y37,72799816.44214416
Y38,69333158.51632777
Y39,66031579.53935978
Y40,62887218.60891407
Y41,59892589.15134673
Y42,57040561.0965207
Y43,54324343.90144828
Y44,51737470.382331684
Y45,49273781.31650636
Y46,46927410.777625114
Y47,44729456.16489616
Y48,42599482.06180587
Y49,40570935.29695797
Y50,38638985.99710283
